audio_file	reference	hypothesis
spontaneous-speech-kcn-22106.mp3	Ah akil wesif teriga te akil al ita gi beri ya akil yoyote al gi awun nafsi taki gi mma bi jib neta madhar yoyote ama bi jib neta ayan fi gildu ama bi jib neta ayan yoyote ab bi jib neta problem fi gildu yani akili al gi awun afiya taki al mma bi jib neita athar al batal	Ah akil wosif teriga ta akil al ita gi faidhi ya akil yoyote al gi awun nafsi taki gi ma bi jib neita madhara yoyote ama bi jib neita ayan fi gildu ama bi jib neita ayan yoyote al bi jib problem neita fi gildu yani akil al gi awun afiya taki al ma bi jib neita ayan fi gildu ama bi jib neita ayan yoyote
spontaneous-speech-kcn-22127.mp3	Ana agder akul akil baraa baraa Akili Milan	Akil al ana agder akul ya akil yoyote kalam ayan milan wu akil gi jib akil la fi barau barau al gi jib ayan fi gildu ase akil al ana agder ana agder akul akil al bi jibu afiya ana al ma gi jib nana ayan yoyote fi gildu ja ana iskil yatu ayan al gi jib gamurub af gi nuskul yatu ana gi jibu akil yoyote fi gildu ana gi jibu akil yoyote
spontaneous-speech-kcn-22154.mp3	Taalim gi raba be gi jib fahma naa muja fi mujtamiya mujtamiya yan gi raba anas anas gi wasa fi sika al ma al mma gi raba anas al gi arija anas wara yani gi amurugu a anas min fikira te awiri gi wedi anas fi fikira al gidam al bi raba anas anasbi raba bele al gi raba	Taalim gi raba be gi jib faham ana mujta fi mujtamia mujtamia yani gi raba anas anas gi wasa fikira al ma gi raba anas fikira al gi arija anas wara yani gi amurugu anas min fikira taawiri gi wedi anas fikira al gidam al gi raba anas al gi raba be ne ah ah gi raba
spontaneous-speech-kcn-22169.mp3	Ana ma gi hafiz gurus tai fi bank yani sabab to gurus tai bank ah fogo rufa ta maisha dukuru ah deen ab tai ma gi rudu rufa yani ta sun ya gi zidu fi ras ta ya gurus ab tai ana gi hafiz fi bank ma	Ana ma gi ruf gurush tai fi bank yani sabab to gurush ta bank ah fogo gurushwa ja marushwa dukur wadin ab tai ma gi rujurushwa ana saa sunu kede zidu fi rujurush tai ya gurush ab tai ana gi hafidh fi bank ma
spontaneous-speech-kcn-22190.mp3	Lib al yal gi alab fi ummah tayi libu al gi amsuku badu ma terebiya tomon yani ma terebiya tomon ma dasturi tomon yani lib al gi alim omon terebiya tomon sun ya aju fi terebiya tomon terebiya tomon gi raba kefin ma hafiz lib ab gi jib hafiz terebiya tomon ma dasturi tomon fi ummah tomon	Libu al yal gi ala fi mma tai libu al gi amusuku badu ma terebiya tomon yani ma terebiya tomon ma dasur tomon yani li libu al gi alimu omon terebiya tomon ladi sunu ya ajif terebiya tomon terebiya tomon gi raba kefin ma hafiz lib al gi jib al gi weri namna hafiz terebiya tomon gi jib terebiya tomon gi raba kefin ma hafiz
spontaneous-speech-kcn-22227.mp3	Teriga al ah teriga al madrasa fi kariya tai saadu yal ya yani amurugu zaman milan mon gi gai kidi fi agara madrasa mon gi agara deeni tomon wu fi deeni de ya zatu gi alim terebiya yatu ya fa kede omon gai Mo kede ishi fi be fi mujtamiya ma fi bele yani madrasa gi fata muku ga amurugu ita min kalam al batal gi wedi ita fi kalam al nesiya kalam al kan ta arufu maa te gaaruf kalam al kan te gi soo fi aruf mma ga awun ita te gi soo sunu te gi wasa min uwo	Teriga al uwo ya to Teriga al madrasa fi kalama tai saadu yal ya yani amurugu zaman al milan mon gi gai fi kid fi agara madrasa mon gi agara deeni tomon wu fi deeni de ya zatu gi alimu terebiya yatu ya gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon gi alimu terebiya tomon
spontaneous-speech-kcn-22260.mp3	Kalam al kubarin te deen soo fi umma tena taulan raba deen tomon deen tena tomon tena me te anas kulu ta tinin ya geeru fahma yan amurugu fahma tena min fikira ta al kan te awiri arija fahma tena fi sokol al adil ma aruf sabab sunu ya ina fifi duniya in me sabab sun ya jib ina wu saba nare na fi wen wu saba ne gi rua wen wu ina gi rua kefin	Salam al kubarin te deen soo fi umma taala taulan raba deeni tomon deeni tena tomon tena ma ta anas ke ta tena ya geru fahma yani amurugu fahma tena ma fikira ta al kan ta wiri ja fahma de ne fi sika al aju ma arufu sabab seme ya ina fi fahma tena ya gi ligo taan taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan gi awun taan
spontaneous-speech-kcn-22290.mp3	Ah taalim taalim ta ah yani ta daktari yani mustashtfa gi weri ja kum ja gal wala minsh bana mani gi ligo batna bada shar talata ama aruba shar talata ama shar aruba mara wai kede uwo abidu hafidh uwo nafsi to yani hafidh nafsi de kefin ke uwo abidu adul uwo ke uwo aruf ja kwamba kalas saa yoyote weledu kala ja yani adul marifa sunu ya aju uwo sun ya fa kede uwo soo al kabla youm de Tim kede uwo kun logo uwo adul nafsi to uwo kala fi ma kila sokol to falata al bi awun uwo	Taalim taalim ta yani ta daktari yani mustashfa gi weri je kumbar je gal bada min si bana mahal gi ligo badena shar talata ama aruba shar talata ama shar aruba mara wai kol abidu hafidh nafsi to yani hafidh nafsi de gi kefin koabidu nafsi to de gi ligo fi kaman mahal mahal ma raba ma raba ma raba
spontaneous-speech-kcn-22307.mp3	Agder tamli ta awun yani teriga ta awun nafsi taki min muswiba ta prostate ya abidu tamam nafsi taki bediri ke ta aruf afiya taki gi doru kefin sun ya aju uwo wu kanb ta bi ligo kan te endi sun ya neta soo kabla uwo raba uwo jibu mustakbal tan ama uwo jibu ayan al ma bi agder tib uwo de ya teriga te awun ta min musi muswiba ta prote ta prostate	Agider ta hawi ta awun yani kinga awun nafsi taki min musiba ta prostate ya abidu tamam nafsi taki bedir ke ta aruf afiya taki gi doru kefin sunu ya aju wu kan ta bi ligo kan ta endi sunu ya aju keeta soo ya ta awun ya aju gi awun nafsi taki min musiba ta prostate
spontaneous-speech-kcn-22386.mp3	Stamil simu ana gi stamil simu mar milan ma wai ma tinin yani milan mar milan	Ana gi istabin sima ana gi istabin sima mar milan ma wai mati yani milan ah milan
spontaneous-speech-kcn-22429.mp3	Taulan ah taalim jibu no uwo nongus miskin fi usra tai kefin wa taulan ya faham ita ya munu sun sun ya aju ke ta soo wu sun ya bi amurugu ita fi hal al ta fogo de ja yatu je namna al taulan ya rudu badu ma kila fikra al gi awun yan program al government gi jibu te endi te amsuku mo badu fa tinin je namna al governmenti gi jib nena Parish development model pdm te talata yani ja government jib nena NAADS al kede geeru fikira kede hel geeru hal tai usra tena ya amsuku badu mo	Taulan al taalim jibu uwo nongusu miskin usra tai kefin wu taulan ya faham ita ya mon sun suniya aju keta so wu suniya bi amurugu ita fi alab fogo de jaya to je namal taulan ya rudu badu ma kila fika kila ma taulan ya faham
spontaneous-speech-kcn-22446.mp3	Ayi ana endis ham kalam alim terebiya bara bara gi weri nana sunu ya ana aruf sunu ya ana aruf ma wu sunu bi aju ke ana awun sunu ya bi aju ke ana zidu ana bi aruf ma ana kabila kam barau barau ma terebiya tomon fi bele al ana fogo	Ayi ana endi ham kalam alim te rubiya bara bara gi weri nana sunu ya ana arufu sunu ya ana arufu maa wu sunu ya abajuku ana amurugu wu sunu ya abajuku ana zidu ana bi arufu maa ana kabila kan bara bara ma terebiya to maa fi bela al ana fogo
spontaneous-speech-kcn-22515.mp3	Al gidam to ya jib taalim al gi awun badu al gi amurugu mashakil yani jib wafaka dukur kutu kila kalam dukur sidu al kalagu ita yani rabbana taki al kalagu ita ma chunga yani kutu deeni taki gidam ma kutu ta talata kutu kabila taki ma terebiya taki de ya wai min masha Kalam al gi amurugu mashakil ta kila youm fi batna be	Gidara to ya jibu taalim al gi amulu badu al gi amulu mashakil yani jibu wafaka kuru kutu kila kalama ta kutu sibu al kan ladi ita yani raba ana taki al kan ladi ita maa chunga yani kutu deen taki gidara ta kutu deeni al gi amulu badu
spontaneous-speech-kcn-22543.mp3	Mara al fa kede ana kasul ida faul abus ayan ya taulan mar milan yani kila ida taki kan amsuku al waskan kabla ta kutu ida fi amsuku ma sokol akul te endis te kasul al gi kelem mar talata lakin zaidi to kila saa ab ita amsuku sokol al ma fa ita endis te kasul ida ke yani kila saa kena kan te gi rua akul sokol keta soo sunu keta kasul ida taki kede awun ta bi abusu ayan al bi ligo badu me ta	Mara al fa kede ana kasul ida fi awun abus ayan ya ta mar milan yani kila ida te gi amsuku sokol al waskan kabla ta kutu dedes amsuku ma sokol al akul te enda kasul al gi kelem uwo mar talata lakin zaidi to kila saa al te amsuku sokol al ma fa kede ana kasul ida
spontaneous-speech-kcn-22569.mp3	Madrasa ta mahal fi namna al taalim athar to jib geeru yani jib geeru fikira te anas yani badul fikira ta anas min kun fi awiri arija omon gi noor yani amurugu omon min duluma jib omon fi noor de ya atha ma ma mastakbal fi umma	Madrasa ta mahal ab bar namna taalim athar to jib geeru yani jib geeru fikra ta anas yani badul fikra ta anas min kun fi awiri arija omon fi fi noor yani min amurugu omon min duluma jib uwo fi noor de ya athar ma ma mastakbal ta anas gi jib uwo fi noor
spontaneous-speech-kcn-22584.mp3	Barnamij ta alim anas kubar awun waze fi aruf stamil me sim mon saade agder wonus me yala tomon fi be te bara	Sokol al katil ana soo yani abus booda min al ana soo
