audio_file	reference	hypothesis
spontaneous-speech-rwm-57259.mp3	hanisa nguko kowa ba ngbeku ndibasuna li jibheti kibubhisiku kitinisa kandi kibuhoki ndiba kionga kandi kibuduwagebhei andulu kima njo nabo beyokiye nibalo na gonzasi sini sini	Aanisa nguko kowa bhangbeku ndibhasuu ali zibe etikibhu bisiku kitinisa kandi kibhuoki ndia bhakiyonga kandi kibhuduwagebei andulu kima njo nabho bhaeokeku nabhali na gonjasisini sini
spontaneous-speech-rwm-57262.mp3	Guba kokowa na mwani abhuyambi bhakpa nanga bhatandiki sasula fizi ndia bhaniki ndiabho ka masukulu bhabhasumbi dhudhu ndiekina kandi bhakpa bhaliki ndabho ndia abhongili kimui	Buba kokowa namwani abhuya mbi lakpa nanga bhakpa bhatandikisa sula fizi ndia bhaniki ndiabho ka bhasukulu bhakpa bhasumbi dudhundie kina kandi bhakpa bhayalikua ndabho ndiabhongili kimue kima
spontaneous-speech-rwm-57264.mp3	Bhaki takatakana bizibu bia nabho bhaki lwalaga ndyala njo kadi nadwali njo bhaki kabhaga	Bhakitakatakanaga bizibu nga bhula sa mibazi nabho bhakilalaga ndwala injo kandi akitakatakanaga naka bhalwali injo bakejumagabho
spontaneous-speech-rwm-57265.mp3	Ka ngongwa mbili ndiasu kalibe bizibu na moti ndia bhakali na bhasika ndia bhakikoliliagaku nanga bhakali na bhasika kikilikaga imamoti ka sidha sidhana kandi na bhakali nabho bhakiyaga ka gulupu sa bisa na kwehoza	Kka ngongwa mbili ndisu kali bbizib namoti ndia bhakali nabhasika ndia bhakikoliagaku nanga ka ngongwa mbili ndiesu bhakali na bhasika bhakikikilikagamamoti ka sidha sidhana kandi nabhakali nabho bhakiyaga ka gulupu sa bbisa na kwehoza
spontaneous-speech-rwm-57266.mp3	Bhaniki ndibhasu egesabho sa asili kibhupesiage nsimo na mulingo nesi koliliagaku pesiana nguko ngenyabho na bhangbheku	Bhaniki ndibabhakisasa sili kilikage mamoti nabho kibhupesiagae nsimo na mulingo nsine bhakikoliliagaku na pesia na nguko ngenyabho na bhangbeku
spontaneous-speech-rwm-57267.mp3	Ndia akidhuwa muikili mabhonga abhuokanyia ndiabha abhuikilia ali zibe eti aibi bizibu ndiabho kandi atunge nesiyo nesi akitoka konyelabho ka bizibu ndiabho njo dumbi okana abhe bei sobhe sobhe saki nabho	Ndia akidhuha muikili mabhonga abhuokania bhakpa ndibhabhuikililia ali zibe eti aibi bizibu ndiabho kani atunge nesi nesio akitokakonyelabho ka bizibu ndiabho njo dumbi bhaokana abhebeisohesobhesakinabho
spontaneous-speech-rwm-57269.mp3	Nanga libho ali bwomezi kandi kalibho aliku kima akigbaga mibili ndiasu kima mindia kiyambaga mbili ndiasu akilikaga ka libho	Nanga libho ali bwomezi kandi kalibho alikukima ndi akigbhaga mimili ndiasu kima nindiakwi yambaga mbili ndiasu akilikaga ka libho
spontaneous-speech-rwm-57270.mp3	Bhakoli ndibhakikolaga ka ka kima sabwomezi bizibu ndibhakyenaga ndia keteketa bhakpa bhakibikaga bhesiyabho nibhamadha na ndibhekina kidia bhakikoliliyaga mubazi ndibhakitugaga akibhaga ndia kamadhi na ndiakina namikia sente ndibhakibhupesiyaga kamadhi	Bhakoli ndiabhakolaga ki sa bwomezi bizibu ndibhkiag ndia kateketa bhakpa bhakibigaga biabho bhamadha na ndibhekina kindia bhakikoliliaga mubazi ndia bhakitungaga ka madhi nandiekina na mikia sente ndiabhakibupesiaga ka madhi
spontaneous-speech-rwm-57273.mp3	Bhakilikaga nabho imamoti kandi ali buzunanizibwa ndiabho yambako nanga bhakilikaga Imamoti	Bhakilikaga nabho ima moti kandi ali bhujunanizibwa ndiabho yambago yambakabhabo niba dinabizibu nanga bhakilikaga nabho ima mot
spontaneous-speech-rwm-57303.mp3	Nikiyaga ka ima nihumuleku dakika mamadha busumi ndiekina nikiyaga aa ka kinabilo nioge aa busumi ndiekina dhe nikidhetaga	Nikiyaga ka ima nihumuleku ndakika mabhadha osumi ndiekina nkiyaga kakinabilo niogesumi ndie kina dhe nikidhetaga
