audio_file	reference	hypothesis
spontaneous-speech-el-CY-37427.mp3	Η άποψη μου η τεχνολογία την τελευταία δεκαετίαν αναπτύχθηκεν αρκετά σε σημείον που μπορεί να βελτιώσει την καθημερινήν ζωήν των πολλών ξεκινώντας που την ιατρικ΄ην μαζίν με τες διάφορες μηχανές που μπαίννουν μόνον η βελόνα μέσα στον άνθρωπο εεε χωρίς να χρειαστεί κάποια επέμβαση τζ̆αι φτάννοντας μέσα στο σπίτιν του καθενός Εεε για παράδειγμαν οι συσκευές που καθαρίζουν μόνες τους ή η γνωστή Αλέξα που αν έσ̆εις την κατάλληλην επένδυσην σε έξυπνες στα εισαγωγικά ηλεκτρικές συσκευές μπορεί να τες λειτουργήσει με απλά την φωνήν σου ή ακόμα σε βιομηχανίες εεε όπου εργασίες παλιά έπρεπε να γίνουν που έναν άνθρωπον πλέον γίνουνται πολλά πιο αποτελεσματικά τζ̆αι πολλά γλήορα εεεμ που απλά μιαν μηχανήν το οποίον όμως φέρνει μας στον κίνδυνον της τεχνολογίας ο οποίος είναι η μείωση ανθρώπινου δυναμικού σε χώρους εργασίας Έναν αρκετά καθημερινόν τζ̆αι συχνόν παράδειγμα εν' οι τράπεζες που κάθε εβδομάδαν κλείει τζ̆' άλλη	αποψην μου η τεχνολογία την τελευταίαν δεκαετία αναφτίκθαι γιν ασκετά σε σημείον που μπορεί να βελτιώσει την καθημερινήν ζωήν των πολλών ξεκιννώντας που τνατρική μαζεί μ τες διάφορες μηχανές που μπαίνουν μόνον ιπελύνα μέσα στον άνθρωπο χωρίς να θειαστεί κάποια ατέμβαση τζ̆αι φτάννουντας μέσα στο σπίτιν του κάθενός για παράδειγμαν οι συσκεβές που καθαρίζουν μόνες τους ή η γνωστία λέξα που αν έσ̆ι στην κατάλληλην επένδησην σε έξυπνες στα εισαγωγικά ελεκτριές συσκευές μπορεί να τες λειτουργήσει να πλατηφωνήσου ή ακόμα σε βιομηχανίες όπου εργασίες φαγιά έπρεπεν να γινουν που έναν άνθρωπο πλέον γίνουνται πολλά πιο αποτελεσματικά τζ̆αι πολλά γλίωρα που απλά μιαν μηχανή το οποίο νόμος φέρνει μας τον κινδήον της τεχνολογίας ο οποίος είναι η μείωση ανθρώπινου δυναμικού σε χώρους εργασίας έναν αρκετά καθημερινόν ται συχνόν παράδειγμα εν' οι τράπεζες που κάθε ευδομάδα κλίτζ̆αι άλλη
spontaneous-speech-el-CY-37434.mp3	Πραγματικά εν ι-ξέρω κατά πόσον οι τράπεζες όντως κρατούν τα λεφτά ασφαλισμένα διότι υπήρχαν περιπτώσεις όπου έκλεισεν μια τράπεζα τžαι στην ουσίαν τα λεφτά των ανθρώπων εχαθήκασιν εχτός αν την είσ̆ εν αγορ΄άσει μια άλλη τράπεζα τžαι τότε εμεταφέρουνταν οι λοαρκασμοί των ανθρώπων που την μιαν στην άλλην αλλά γεννικά αν δεν κάμνω λάθος οι τράπεζες γυρίζουν τα λεφτά των ανθρώπων εννοώ γυρίζουν τα κάμνουσιν αγοράζουν μετοχές εννοώ έτσι φκάλλουν τž' οι ιδιοι λεφτά με το να έχουν τα λεφτά τα δικά σου κρατούν κρατημένα μέσα	πραγματικά εν' ξέρω κατα πόσον οι τράπεζες όντος κράτουν τα λεφτά ασφαλισμένα διότι υπήρχαν περιπτώσεις όπου έκλειξεν μια τράπεζα τζ̆αι στην ούσίαν τα λευτά των ανθρώπων έχα θίγασι εχτός αν την ίσ̆ει ν αγοράσει μια άλλη τράπεζα τζ̆αι τότε μετα φέρουν ταν ηλοαρκασμοί των ανθρώπων πούτεν μια στην άλλη αλλά γεννικά δεν κάμνουν λάθος οι τράπαιζες γυρίζουν τα λευτά των ανθρώπων εννώ γυρίζουν τα κάμνουσιν αγοράζουν μετοχές εννώ έτσι φκάλουν τζαι ίδι λεφτά με το να έχουν τα λευτά τα δικά σουν κράτουν κρατιμένα μέσα
spontaneous-speech-el-CY-37442.mp3	Προσωπικά αρέσκει μου πολλά το χρώμαν πράσινον μια συγκεκριμένη απόχρωση του πράσινου το κυπαρισσίν το οποίον χρώμαν αρέσκει μου παραπάνω να το βλέπω ή να αγοράζω αξεσουάρ με το χρώμαν τζ̆είνον Όσον αφορά για άλλα χρώματα που μ' αρέσκει να έχω στον προσωπικόν μου χώρον αρέσκει μου το καφέ το μπες̆ εεε τζ̆αι το μαύρον Αυτά	Προσωπικά αρέσκει μου πάρα πολλά το χρώμαν πράσινο μια συγκεκριμένη απόκφριση του πράσινο το κυπαρσί το πιο χρόμαν αρέσκει μου παραπανώ το βλέπω ή να αγοράζω αξεσουάr με το χρώμαν τζ̆ίνο όσον αφορά για άλλα χρώματα που μου αρέσκει να έχω τον προσωπικόν μου χώρον αρέστικει μου το καφέ τον πέs τζαι το μάδρο αστά
spontaneous-speech-el-CY-37445.mp3	Πιστεύκω ότι η τεχνητή νοημοσύνη μπορεί να χρησιμοποιηθεί με πολλούς τρόπους στην καθημερινήν ζωήν του καθενός εμμ έναν πολλά καλόν παράδειγμαν ή έναν πιο έτσι μοντέρνον παράδειγμαν εν' η χρήση του μέσα στο σπίτιν με τες έξυπνες συσκευές στην ουσίαν που μπορούν να ελεχτούν μαζίν με την φωνήν που αναγνωρίζει τζ̌είνον το μηχάνημαν εμμ μπορεί να θέσει αυτόματες ώρες που ξεκινά να δουλεύκει που σβήννει εεε αλλά τζ̌αι σε διάφορους άλλους τομείς	Πιστεύκω ότι η τεχνητήν νοημοσύνι μπορεί να χρησιμοποιηθεί με πολλούς τρόπους στην κάθημερινήν ζωήν του κάθενος έναν πολλά καλούν παράδειγμα ή έναν πιο έτσι μοντέρνον παράδειγμα εν' η χρήση του μέσα στο σπίτιν με τες έξυπνες σησκευές στην ουσί αν που μπορούν να ελενχτούν μαζί με την φωνήν που αναγνωρίζει ζ̆ινον το μηχάνημα μπορεί να θέσει αυτόματες φορές που ξεκινά να δουλεύκει πουσβίνει αλλά τζ̆αι σε διάφορους άλλους τομίς
spontaneous-speech-el-CY-37447.mp3	Στην χώραν μου ο κόσμος πάει με βάσην πού δηλώννει ότι μεινίσκει πού δηλώννει ότι εν' η κοινότητα του τζ̆αι καθορίζουν τους δημοτικά για να πάσιν να ψηφίσουν Πάεις στο δημοτικόν βρίσκεις το όνομαν σου είσαι χωρισμένος σε διαφορετικές αίθουσες πάεις δείχνεις τους την ταυτότηταν σου τζ̆αι νναι βάλλεις την ψήφον σου	Στην χώρα μου ο κόσμος πάει μεβάσιν που δηλώνει ότι μινίσκει που δηλώνει ότι ενη κοινότητα του τζ̆αι καθορίζουν τους δημοτικά για να πάσειν να ψηφήσουν πάει στο δημοτικόν  βρίσκει στόνονο σου είσεχωρισμένος σε διαφορετικές έθουσες πάει δειχνει τους την ταυτότητα σου τζ̆αι τον ν εβάλιστι ψήχων σου
spontaneous-speech-el-CY-37461.mp3	Τωρά όσον αφορά ραντεβού με γιατρόν αννέν' κάποιος ειδικευμένος γιατρός πρέπει πρώτα να μιλήσεις μαζίν με τον προσωπικόν σου γιατρόν αννέν' μέσον του ΓεΣυ Αν δέννεν' μέσον του ΓεΣυ πιάννεις απευθείας τον εξωτερικόν γιατρόν αλλά στην Κύπρον πρέπει να επικοινωνήσεις πρώτα μαζίν με τον προσωπικόν σου γιατρόν να πάεις να σε δει τžι αφού σε δει τžι επιβεβαιώσει ότι όντως έσ̆εις κάποιον θέμαν το οποίον εν ι-μπόρει να λύσει ο ίδιος τότε γράφει σου παραπεμπτικόν τžαι πάεις στον γιατρόν που θέλεις	τωρα όσον αφορά εραντεμου μι γιατρόν αν νι κάποιος ιδικευμένος γιτρός πρέπει πρωτά μι λήσεις μαζή μον' προς επικόσ̆ιο γιατρών αν ναιν μέσον του γεσι α δεν νεν μέσον του γεσή κι άννής απευθίας στον εξωτερικό κιτρο αλλά στην Κυπρόν πρέπει να επικοινωνήσεις προταματισμόν προς επικόσ̆ιο γιατρόν να πάεςνα σεδι τζ̆αι αφού σεδί τζαι επιβεβαιώσει ότι όντος έσ̆εις κάποιον θέμαν το οποίον ενι μπορεί να λήσει ο ίδιος τότε γράφεις ου παραπαίντικόν τζ̆αι πάεις στο κιατρόν που θέλεις
spontaneous-speech-el-CY-37464.mp3	Νναι ξέρω να οδηγώ εεεμ ξέρω να οδηγώ βασικά αυτοκίνητα τζ̆αι μάνιουαλ τζ̆αι αυτόματα εεε αλλά τζ̆αι μικρά φορτηγά ε εσ̆ει περίπου τέσσερα- τέσσερα - πέντε χρόνια που οδηγώ τζ̆αι θεωρώ ότι είμαι αρκετά εξοικειωμένη	ννι ξέρω να όδιγό μ ξέρω να όδηγο βασικά αυτοκινητά τζ̆αι εμα νιουαλ τζ̆αι αυτόματα αλλά ότζ̆αι μικρά φορτιγά έσ̆ι περίπου τέσσερα ο τέσσερα πέντε χρόνια ποδηγό τζ̆αι θεωρώ ότι είναι αρκετά εξικειωμένη
spontaneous-speech-el-CY-37468.mp3	Τα Χριστούγεννα συνήθως εννά κάμουμεν αρκετά παραδοσιακά φαγιά τζ̆αι που τες θκυο κουλτούρες δηλαδή εννά κάμει τζ̆αι η μάμμα μου κάτι παραδοσιακόν αλλά επίσης εννά κάμουμεν τζ̆αι σούβλαν ή σουβλάκια Αλλά το΄υτον εχτός που το τραπέζιν εν καμνουμε κάποιαν άλλην δραστηριότηταν τα Χριστούγεννα	Ε τα Χριστουεννα συνήθως εννα κάμουμεν αρκετά παραδοσιακά φαγιά τζ̆αι ποτεςκιο κουλτούρες δηλαδή εννα κάμει τζ̆αιμάμμα μου κάτι παραδοσιακόν αλλά επίσης εννακάμουμεν τζ̆αι σούπλαν ι σουπλάκιαν αλλά τούτουν εχτός που τραπέζι ενεν κάμνωμεν κάποιαν άλλη δραστηριότητα τα Χριστουγέννα
spontaneous-speech-el-CY-37469.mp3	Εκαταλάβαιννα ότι ήταν να 'ρτει καταιγίδα πριν ξεκινήσει διότι τα σύννεφα στον ουρανόν εγίνουνταν γκρίζα τζ̆αι γεννικά ήταν έτσι λλίον πιο κρυάδα εμπορούσεν να φυσήσει τζ̆αι κάποιες φορές είσ̆εν τζ̆αι φως που αστραπήν χωρίς να βρέσ̆ει όντως	εκαταλαβαίννα ότι ήταν αρτή καταιγίδα πριν ξεκινήσει διότι τα συννέφας των ουρανών εγινούνταν νκρίσα τζ̆αι γεννικά ήταν έτσι λίον πιο κριάδα μπορούσεν να φυσήσει τζ̆αι κάποιες φορές ήσ̆υν τζ̆αι φως που αστραπεί χωρίς να βρέσ̆ει όντος
spontaneous-speech-el-CY-37470.mp3	Οι αρραβώνες τζ̆αι οι γάμμοι σήμμερα θεωρώ ότι εν’ πολλά πιο μειωμένοι σε σχέσην με τον βαθμόν που εγίνουνταν παλιά Εννοώ ο τρόπος που γιορτάζουσιν τον αρραβώναν πλέον μπορεί να ’ν’ έναν τραπέζιν για παράδειγμαν Ενώ παλιά εκάμνασιν... εκαλούσασιν τζ̆αι που τες θκυο οικογένειες έρκουνταν μαζίν αλλά πλέον εν’ κάτι πολλά πιο χαλαρόν	Οοι αραβώνες τζ̆ιγάμι σήμερα θεωρώ ότι εαν πολλά πιο μειωμένοι σε σχέση με τον βαθμόν που γινουνταν παγιά εννώ τρόπος που γιορτάζου σίν τον αραβόναν πλίον μπορείναν ενν τραπέζι για παράδειγμα εννώ παγιά εκάμνασην εκάλούσασίν τζ̆αι πουτες κιο οικογένειες κουν ταν μασίν αλλά οπλέον ναν κάτι πολλά πιο χαλαρώ
