audio_file	reference	hypothesis
spontaneous-speech-kcn-22106.mp3	Ana agder akul akil baraa baraa Akili Milan	Akil al na gear akul ya akila yo te alam ayan milan wu akile gi jib klaf bra barau l gi jibu ayan gildu ase akila a ana g r akana g r akul akil al bi jibu afya an al ma gi jim na ana ayana yo te igildu ja nskelatu ayan al gi jib amur nas afia tai al gi jibu gildu ma kun kwesi yan gildu kun tabanzaman kulu akil al bi kun taman aa yaa akil al tenna al mim jid jide tena kan yam da gi wendeina akil a gi tala fi shamba akil al ma gi tala fi al giadulu ma ida kil an al gi tala fi shamba tenna tamin id ide ten
spontaneous-speech-kcn-22127.mp3	Teriga al ah teriga al madrasa fi kariya tai saadu yal ya yani amurugu zaman milan mon gi gai kidi fi agara madrasa mon gi agara deeni tomon wu fi deeni de ya zatu gi alim terebiya yatu ya fa kede omon gai Mo kede ishi fi be fi mujtamiya ma fi bele yani madrasa gi fata muku ga amurugu ita min kalam al batal gi wedi ita fi kalam al nesiya kalam al kan ta arufu maa te gaaruf kalam al kan te gi soo fi aruf mma ga awun ita te gi soo sunu te gi wasa min uwo	Ae riga al hte gal madrasa ka tay saabi yal yayani amurugu zama al milan mon gai fi id fia gaamdrasa on i agra den tmonw fidin de yazatu g alim telebia yatu yafa kebi a dai mo kede ishimo i be i mujitamia ma fi bele ani madras gi fatamu gi amuu gi tam kalam batan g wita fi kalnam al nesiya kalam a kan taaruf ma tagaruf kalam al kan da gi so faaruf ma gi awun ta te ki soo una t gi wasa minooAATATATATATATATATATATATATATATA
spontaneous-speech-kcn-22154.mp3	Teriga Al kweis ya ta aulan akul akil al bi awunu gildu tou yaani akil Al ma gi jibu Ayan baraa baraa Al bi jaa jib no Yani shida Ta tinein yaani kutu sokol AlSaba akan uwo jaa ajusi Yani kuto sokol Al bi jib gurush Al bi ja awunu fi y'all Al Lisa mma agara au Al Lisa gibagara Yani	Aeigo al kwesi yaa ta ulan akul aki al bi awun gildu to yan akil al ma bi jib no aya ara barau al bi ja ji no yanishida ajis ta tinim ya ku teigo angi go sokol saba kan uwo ja ajus ija aunofaisyan namna yate ya kuu sokol yoto al gi jim no gurush al saba kn w gi aajise ru jeb ja nafo fi ais to al bi ja s nofi mustashifa l bauno mayal aisa ma ruwa fi madra amayal al fi g agara de
spontaneous-speech-kcn-22169.mp3	Al gidam to ya jib taalim al gi awun badu al gi amurugu mashakil yani jib wafaka dukur kutu kila kalam dukur sidu al kalagu ita yani rabbana taki al kalagu ita ma chunga yani kutu deeni taki gidam ma kutu ta talata kutu kabila taki ma terebiya taki de ya wai min masha Kalam al gi amurugu mashakil ta kila youm fi batna be	Aa bar to yajib taaim al gi aun blu wal gi amuru mash akib yan jibuwafata kuruutu ila kalam tokut sibu al kala gi ta yana rabubana ta kal kala gi ta ma cunga yan kutu bem daki gii ma kutu ta talata kuukabila take ma terebiaai ya wai mi masha kalam al ambru mashai takila oum na beAAATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATATA
spontaneous-speech-kcn-22190.mp3	Teriga al awun ya taalim awun fi namna ta geeru fikira yani mindset tana batna be fi umma ta tinin amurugu min omon fikira al bara bara gi amurugu fikira al awaja ja mfano ja kelem gal ah governmenti al fi fi bambara de uwo aju ina ma yani kutu omon fi school saa kulu komon kun busy komon kun creative komon kun yan anas ab gi soo sunu gi soo kalam ab bi wedi omon gidam ab kede amurugu fikira bara bara	Aeriga el awun ya t alim aun fi nama ta gi ru fikra yan m endise toyal banna be fi ummah ta tinin amulug min mon fikra al barabaa kamon figar lawaja ja umufan ja kelengal agafimt al fi fi ba bara de owaji na ma yani kutu mon fi ku saa kuu k mon kun bize k mon kun kwet komon kon yan fanasa s huu i so kalamal i wedi mon idam al kede amr n fikara barabarau
spontaneous-speech-kcn-22227.mp3	Ta alim al gi saadu usra logo itakum kaman gai takum soo juhudi te kutu mon fi ta alim dastur tarabiya ya dukur mon kaman gi alim fi jede fi nafsi tomon bi ja kun bi nafa Kalam kaman te endis te alim omon mon bi ligo taalim te tujar taalim te malja rua fi maljara dukur afiya tomon nafsi tomon gi kun binafa Kalam mon amsuku ta soo ya sunu	Aa alim al gi ssaadu usra lugu ita kum kaman g ai to kum soo juhuudi te u tumon fi ta alim dazdur tarabia yadukur mon kaman gi alim fi ede bi nafsi toumon gi takun bi nafakalamon ta yenedis ta alim mon tmon iligo taalim te tujar taalim t mal jeruwaf m al jara dukurg afiya tomon nafs tomon gi kun bi nafa kala mon afsokol ta soyaAATATATATATATATATATA
spontaneous-speech-kcn-22260.mp3	Libu ab yal gi ah al yal duga gi alab fi umma tai ya libu al gi al gi alimu omon namna ta rakabu namna te chunga be namna tee kuruju nasi namna te gai ma yal te keni ya libu al mon gi alab al na gi ayin lib al mon gi alab mon gi nutu nutu mon gi soo mon gi nutu nutu mon gi nutu labili mon gi gai kan kalas mon gi alim tarabiya te nas dofuru me nas	Aib ab yal ga yal yal du gagi alam fi ummah ta libu al gi alal ga alim mon namnata rakau namna te chung abe namnnati kuruju nas namnati gaia yal ti ken yalibu al mon gi alabual na g aim libu al mon gi alab mongunutunutu mon gi so mon gi nnutu muns labil mon gi gai kan kalasgi alim tarabiya te nas ofuru m na
spontaneous-speech-kcn-22290.mp3	Alama al guweri ja ajol endi huzuni ta awulan ya kan uwo endi sokol mafi yani kan sokol fi neita huzuni siya itagi kun ma huzuni zayidi mafi ya gi jibi neita itagi kun ma stress uwo gi fekeri ana bilogo wen Ana bi so kefin kede ana logo Ya fikulu ita gi kun ma huzuni logo ita endi namna mafi teriga yoyote mafi	Alamal giweri ja ajol endihuzon taulan ya kan w endi sokol ma yan k an sokol fi nta uzn te kun ma huzonzaid al ai kan sokol ma ya gi zibu ta kun mastres ya fikal a kul gi feker ana bi ligo wen ambisokefin kana ligo an fi kulu kun mahuz oo ta endi nam teriga tATATATATATAKAKAKAKAKAKAKAKAKAKAKA
spontaneous-speech-kcn-22307.mp3	Adil yal batna be ya teriga qb ab kede azol soonmo kede kede ab bi awun min mashakil yan adib yal batna be weri nomon sun ya aju uwo sun ya fa al saba bi ja raba omon na usra ab bi ja gidam omon	Ali yal baabea ya terimga ab fa kede azol sooo ked e al bi awul min mashaki yan adib yal ban mebe wedi nomon sun yo mon aju suniyafa al saba bijaraba mon ma usra al bija gi nam omon
spontaneous-speech-kcn-22386.mp3	Sokol ab ragi fa kede soo ah kan uwo gi asma gudura to kalas taulan ke uwo ligo amula safa al gi tim ma awun nafsi to min yani stress awun nafsi to min kalam ta shari je uwo ligo amula safa al gi tim ya bi nongus fataran	Aokolam ragi faaa kede so a kan uo gi asu ma fi dera kilmal kade yaa taalan wo lugo amla safal gi tem ma awun naffs to min yanish tres awunnafsi t uomn kalam ta shari en kmon ligo amasahal gi tim ya bi nongs fataanATATA
spontaneous-speech-kcn-22429.mp3	Ayan ta typhoid sokol Al gi jibu ya ta aulan aaa moyo Al waskan akili Al maa marakabu Yani waskan aaa moyo Al gi agif finbatna bee au fi sika yaani fi kuki moyo Al waskan ama akili Al waskan Al ta kulu gi jibu typhoid	Aind tai f wedea so wala al gi jibu yatauan aah moo al waskan kili al ma marakab an wasakan a moyo al gi agif fi ba na be ama fi darjua ama fi sika yani fi kulu waskan moya al waskanama akil al waskan al ita agder akun nogo id t kwaskan man gi lib tai fod
spontaneous-speech-kcn-22446.mp3	Ayan ta TB al gi jib ya ta awulan waskan ta tinin wedi yan ruwa fi mushtashfa mma dukur abus to ya ruwa fi mushtashfa ligo matibabu to ya bi abus	Ayan ta deb supaaliimataulan waskan ta tinn edi yan werua fi ustashtfa ma kuru abbus to ya rua fi mustasta eeme logo ma tibabuto ya bi buAAAMAMAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKA
spontaneous-speech-kcn-22515.mp3	Ayi ana endis ham kalam alim terebiya bara bara gi weri nana sunu ya ana aruf sunu ya ana aruf ma wu sunu bi aju ke ana awun sunu ya bi aju ke ana zidu ana bi aruf ma ana kabila kam barau barau ma terebiya tomon fi bele al ana fogo	Ai ana endiham kalam alim terbia bara bara gi weri nana suni ya anaru sunia anarufu ma usunaa baaju kanamurugu suniya baju kana zidu ana b arufu ma ana kabila kam barabarau ma terebiya tomon fi bel al ano fogo
spontaneous-speech-kcn-22543.mp3	Akil Al mama faa kede akul al kede zidu naouwo leben yaa ta aulan akil yani mula teina ta be yaani Mula al ta greens Umm mula yoyote al Fogo al gi jibu gudura fi gildu	Akil al a ma fakil akul al kede zil noo lebe ya ta ulan akil yan mula e na ta byan mula al ta grens mula te al fogo al gi gi guda fi gilduAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKAKA
spontaneous-speech-kcn-22569.mp3	Akil tayi al asil ya kisira lebere mukati kahaki luguma sasi ma mula bamiya ma layu ma laham ma kobda	Akin tayi al asil ya kisra le bere me mkat kahaki logo maaslsama ana man daiuwu l m ota
