audio_file	reference	hypothesis
spontaneous-speech-hch-31312.mp3	Ne nemaama tukaarieya mayéʼa ʼaixɨ nepɨrekaʼerietɨya nepenekatemaawíetɨya haitɨari paɨ mepɨkateʼuhukai ʼariké ke ri ʼiikɨ kiekari ya ʼaneme pɨtiʼatɨa hiikɨ ya tepɨteʼuhu hiikɨ tukaari tepuweewíxime Paɨ xeikɨ́a	Ne nemaamatukari mayaʼa ʼaixɨ nepɨrekaʼerietɨya nepenekatemaawiatɨya ne ʼaitɨa re paɨmepɨkateuhukai ʼariké ke r iikɨ keekári yaʼane mepɨtiʼatɨa hiikɨ ya tepeeuhuhikɨ tukari tepuweewiixi paɨxɨ
spontaneous-speech-hch-31313.mp3	Takie waɨkawa pɨreuyewetsé Ha xɨka xuawenike ʼaixɨ tepɨteheukutenikeyu waɨkawa tepɨteʼuuximayákakeyu eh xɨka takɨxeeme tixuawenike ʼaixɨ tepɨteheukutenikeyu	Takie waɨkawa pɨreuyewetsie axɨkaxuawénike ʼaixɨ tepɨteukutenik yu waɨkawa tepɨteʼuuximayákake yu e e xɨka takɨxemepɨtixuawenike ʼaixɨ tepɨteukutenike
spontaneous-speech-hch-31314.mp3	Ne neki nepɨtaweewieni waɨká pɨtiuyɨne ʼɨxá nemɨtihuná haku nemɨkɨʼɨni nemɨ... nemɨranakawɨtɨ́axɨani maana nepɨtakiní ʼenepɨreuteeré Paɨ xeikɨ́a	Ne neki nepɨtaweewieni waɨkapɨtiyune xam nemɨɨtihuna haku nemɨkɨʼɨni ne nepɨranakawutɨaxuianí maana nemɨtakiní anemɨreutere paɨxeikɨ
spontaneous-speech-hch-31315.mp3	Mɨɨkɨ tseriiya mumawekaitsie tauchíu waníu titewatɨ mɨɨkɨ maana mɨɨkɨ mepɨteheupiitɨkatéi mɨɨkɨ eh teka mɨɨkɨ maana mepikutaiyákai mɨɨkɨ yéxɨka waníu meteʼiterɨwátɨ maana xeimieme kwauni manetɨyaní	Mɨɨkɨ tseriya mumawékai tsie tautsiuwanetitewatɨ mɨɨkɨ maana mɨɨkɨ memeteupitɨkatei mɨɨkɨ tekɨ mɨɨkɨ maana mepikutaiyákai mɨɨkɨ yexɨka waníu meteiterɨwátɨ maana xeimieme kwaunimanetɨyani pa e
spontaneous-speech-hch-31316.mp3	Ne xewítɨ nemaré pɨtitiweewiwakai tuupiíte ʼɨɨrɨɨ́te pɨtitiweewiwakai mɨɨkɨ kɨmaana pɨtikumɨnékai mɨpaɨ pɨtikuhariupanekai	Nexiwitɨ nemaré ptitiweewiwakai supite ʼruteɨtititiweewiwakai mɨɨkɨ kɨmana pɨtikumɨnekai mupaɨ ti tipatpɨtikwʼariupanekai
spontaneous-speech-hch-31317.mp3	Hu méripaitɨ ne ejem ne... nepɨyɨwekai ne... ne... ke nemɨtiuyurieni hiikɨ rikɨ ri nepɨkayɨwe eh kwiniya pɨtatsikuwiwiya waʼaátɨ ʼipaɨ ʼi ʼi eh 'ayumieme ejem tepɨkayɨwawe ri Paɨ xeikɨ́a	Huʼuméripai tɨ ne  nepɨyɨɨwékai ne nekie nepɨtiuyuurieni hiikɨ rikɨ ri nepɨkayɨwe e kwinitatsiku wiwiyau ʼatɨ paiʼi i ayumieme nepɨkahyɨwawerí paɨ xei tɨ
spontaneous-speech-hch-31318.mp3	Ne neteukari pɨtiutakwiinixɨ kwiiniya pikuwi eh eh haiyá peukunexɨa eh yumuʼutsíe maana ya puyɨ pɨratɨmai	Ne neteukári pɨtiutakwinixɨ kwini ʼapikuwi e  haiyápeukunexɨa a yumuʼutsie maana yapɨutiu pɨraʼatɨmai
spontaneous-speech-hch-31319.mp3	Wixárika pɨyutaʼɨ́kitɨani kaakaɨyarita kuyeikátɨ tiheinɨwetɨ payaní ʼanawietɨ waʼutɨma eh ʼutatuunuwatɨ payaní Paɨ xeikɨ́a	Wixárika yutaʼɨ́kitɨani kaakaɨyarita kuyeikátɨ keinɨwetɨpayani   ʼanawíetɨ waʼutɨma e ʼutatunuwatɨpayani paɨxe
spontaneous-speech-hch-31320.mp3	Xɨari ri tepɨkateʼayexeiyani ʼaana hipátɨ mepɨtehatɨtɨmaiya ri ʼipaɨ waʼaátɨ pɨreuyewexime ri takiekari paɨ xepɨkaʼaneni hiikɨ tɨɨrí xemunúnuiwa xetenayexeiyani Paɨ xeikɨ́a	Xuarirítepɨka teayexeiyane ʼaana hipátɨ mepɨtehtɨtɨmaiyari paɨ waʼatɨ ɨreuyewéximeritakeekari paɨ xepɨk ʼaneni hiikɨ tɨɨríxemɨnuunuiwa xe tenayexeiyane paɨxe
spontaneous-speech-hch-31321.mp3	Mɨɨkɨ tsɨ eh teteʼuuximayátɨ eh teneyɨa tepɨtehetimamateke ʼetsiwa tetetuátɨ ya tetenetapareewie Mɨpaɨ xeikɨ́a	mɨkutsɨ e tetene teteʼuuximayátɨ e teneyɨa tepɨtetimamateke ʼetsia tete tetetuatɨyátetenetapariki mɨpaɨxei
