audio_file	reference	hypothesis
spontaneous-speech-aln-44299.mp3	Jo pwr nder nuk kena nuk di gja C asht ai nuk kena jo nuk kena asnjw gja pwr zotin ju nuk e di Ca wsht fjala po nuk e kuptoj kwt gja pwr zotin Ca me t than tash nukw ashtu po po jo nukw s e kuptoj nuk e kuptoj...	jo mwna nuk kena nuk dija qashta  nuk kena jo nuk nuk kjonasigja pwr zoti nu kina jo duke di qa set por gr duke kuptoj ke gja nuke pwr zotw Ca pe taltshluk ashtu po jo luke  kuptoj lukw kuptajCit
spontaneous-speech-aln-44300.mp3	Sporti sporti m pelqen me e n-jek ktu n Greqi se kund tjetwr nga ta ndjeksh kur kam ardh n Greqi e kam ndjek sportin pelqen pwr shwmbull AEK AEKu m pelqen shum tash ka ra pak nuk a tu luj mir po ktu m pwlqen se mw pwrpara s mw ka pas pwlqy	sportil sportin belqen me en je ktu greqisel kun tjede se kam je kurhamar greqie nanjek sportil pelqen pwrshevull ajk ajajku belqet shum p qash ka rapak du ka tu plui mjer po tup belqesi pwr paras m ka palbwzi
spontaneous-speech-aln-44301.mp3	Festat e mia jan Krishtlindjet dhe Viti i Ri mw pwlqen shum tana festat mw pwlqejn edhe Pashkt tani qw vjen Pashkt me pjek nji gic me hangwr mish me ba qef me shok shoqe	festw ti mia jan kwshlinjet evi tirim peqen shum tana fezwm peqen edhe pasht tani qentuar pasht me pjekni kiq me hangwr mish me ban qef me shok shoqe
spontaneous-speech-aln-44302.mp3	Kafsh kafsh ktu ku rri un ka qenj maca qenj e maca kam ma shum me thwn t drejtwn po ktu ku rrij un shum qej e shum maca...po mace dhe qej kashum pwr shwmbull ka pas nga dy pwrdit ka qej dhe mace	kash kash se kurrion ka sej maca sej maca ka ma shum e ma tu kurrjon ka shum sej e shum maca po maca dhe qej ka shum po seu ka pa gje na dy pwrdisha sej dhe maca
spontaneous-speech-aln-44303.mp3	eee filmat e mia q jan t preferume Ca t thom tani kush jan t preferume filmat si preferoj preferoj shum filma... me t thw tw drejtwn Cdo lloj filmi un e shof nuk kam nanj lloj filmi t preferum film Ca t jet	e filmat eminja jan pwrferuet stat thom tan kusan pwrferu jan filmat se pwrferojn pwrferojn shum filma met kuttetendedoj filmit une shaf nuk kam naj film pwrfwru film shat qjet
spontaneous-speech-aln-44304.mp3	po e pwrdori... nuk pwrdori kompjuter s di nga kompjuter un telefonin pwrdori ma shum kompjuterin nuk e pwrdori se nuk e disha punwn... po kompjuterin nuk e pwrdori shpesh jo jo nuk e pwrdori shpesh me thwn tw drejtwn kompjuterin jo kompjuterin jo	Poe pwrdori nuk pwrdori komputwswdipe kompurkn telefoni pwrduri mashure ma se kompjuti nuk e pwrduri e nuk e dise telefonin po kompjuti nuk nuk e pwrduri shpeshjo jo te pwrdori i shpesh pwpdotetwn komputwrn jo kompjutwn jo
spontaneous-speech-aln-44305.mp3	Kurse gjyqtart e mi s jan ata atje nuk kam pas nonj gjyqtar pwr shembull nuk di Ca me t than po gjyqtarwt jan njerwz nuk jan njerwz t kwqinj ven ligjin ven ligjin nw ket nw ket vend gjyqtarwt nuk kam Ca me than pwr ta jan njerwz t mir	zyshtorte mi Cam e than arte nuk kam pas naj zystar por shemu nuk di sam e than por zystor tjan njerz nuk jan nje qi ven ligjin ven ligjin  nket vent zystart nuk kam sem e than pwrt njerz t mjer
spontaneous-speech-aln-44306.mp3	Jeta si m ka ndodh mir e mar a se kam tri fmij dy djem e nj cuc i nimoft zoti i kam mir edhe i du me i pa mir kshtu po gja ma t mir nw kwt jet fmit duijetwn tane e shpin tane ma mira ma	jeta simkanol ma mire ma jan si kam tre smi digjemi cuts em ni mwnt zoti i kam mir edhe i dumi po mjer shto ga ma t mirn qe ki fhmi tuj jeten tane shpin tane ma mira ma
spontaneous-speech-aln-44307.mp3	Jo jo nuk kena ktu ktu afwr nuk ka jo Ktu afwr nuk kena Po po me thwn tw drejtwn ktu afwr nuk kena asnjw gja ktu afwr	jajoe nuk kena ksu i ksjojo nuk tuafr nuk ka j tu afur nuk kena pop me ko tudete tu afur nuke nuk kena asliga tu dafr
spontaneous-speech-aln-44308.mp3	Autori jon autori jem i preferum se un jam i vjetwr jam shum i vjetwr ashtw Kazan ai si kam pa njw film ka qwn ai si e ka emrin ai eee Stathi Stathi ai filmi i Stathit besoj pwr Stathin besoj se pwr Stathin mw pwlqente shum me pa film me Stathin	akturi jun akturi jam i pwfrupws un jam i vjetr jam shum i vjetr ashte kaqen ai sish kampai film kaqen aj sekura jamin a e stathi stathi ai filmi stathit mpwqeshwn pwr stathin pwqeke shumme pa filmi stathit
