audio_file	reference	hypothesis
spontaneous-speech-sco-31044.mp3	Aye I’d’ve loved to have been a professional gymnast I used to when I was young do flips but- and cartwheels but no you know professional And years ago we- the opportunities are different nowadays you know we didnae have these kind of a classes to go to But anyway I did take the opportunity when I was in my forties A gymnastics coach of the kids told me I should go to an adult class in Bellahouston So I did I decided to go and um there was a great wee coach Hazel She was professional And she encouraged me- I s- I told her I’d love to do flips She says well you’ve got the physique you’ve got the energy So she was so good at helping me to visualise going into this ball pit- we’re on a trampoline so I’m jumping the trampoline and she's just visualise a dolphin and it helps you flip into the- so you’re flipping into the ball pit What a feeling She was so good you know that encouragement At first I was all over the place Anyway so that was great to get that opportunity	Iy Id I loved a been a professional gimnis I used to ave been I was Jon de flips but in cat wels bit mor d you know professional and years ago we the opportunities of diffirint neverdas you know i we didn’t have these kind of our classes to go to but anyway I did tak the opportunity wen I was in my fortis I gymnastic coc she the kids told me I she got an adol class in belahustin so I dids I decided to go and em there was a grat we coch haso she was professional and she encouraged me as I told at Id livt i te flip she says well you got the fisic youe got the inergy so she was so good it help me to visalize giinto this bulpit wir on a trampling sme jumping the trampling she’s disvisalize Idolphin and it help she fliping to the so you’rd flittin into the bulpip what I falling she was so good to know that encourage men a first I was all over the place anybady so that was great to get that opportunity
spontaneous-speech-sco-31052.mp3	A typical day for me is- so I watch the grandsons every noo and again and honestly they keep me fit So I get up every day and what a typical day for me is- I’m in a wee routine you know I get up I keep myself active you know I’m an organiser so I’m always on top of everything And then I’ll go and get the grandkids fae school or nursery and then I’ll go to the skateboard park and then I sometimes think I’m still twenty and I skateboard with them- gave myself concussion the last time I was there so I’m no doing that in a hurry And I go to the swing park with them and I run ab- y-you know it’s really lovely just to have the- the time to spend with your grandkids that there’s no pressure You’re there and you’re at ease you’re at peace So that’s my typical day	I tipical day for me is so I watch the grandsins Ivren in again and honestly they keep me fat so I got up avery day and mak mI tipical day for me is I many  e rotin you know I got up I keep myself active you know Im ar organizer som a wasn to opay everything and e no going get te grandcads fir scol or nostiry and  no go at the scateboad park and enI sometines think I’m sol toint y an I scateboard we tem I gave myself congretui the last time I wases on mo dein that no bory and I go t the in park with em ind I runab an you know it’s really loefully just if he the time to spend with your grandcads thit there’s no pressure you’re there and your at east your at peace so that’s my tipical day
spontaneous-speech-sco-31055.mp3	One of the stressful things I would experience in a workplace one of my jobs years ago was how people speak to each other You know the stress that people would feel because they had this fear of like a boss coming towards them or people in a different position- they would just crumble and that- I would be stressed for these young people so I would go and challenge them I'd think it was unnecessary I thought don't treat somebody how you don't like treated yourself So thankfully I did always have that courage in places of work where I just thought no- nobody's treating somebody like that- I could not tolerate it so- but it was stressful because you were taking risks as well	oneef tes traceful thinks I wid the experience and I work place wine majatars ago was how people speak to each other you know the strace that people would feel because the tis fear ar yo like a bos comment towards them or people in a defirint possession they wad just crumble and tha ha I would be strec for these young people so I would go and challenge them I think it was unnecessary I touh don’t treat somethyng how you don’t like treatad yourself so thankf Ik I de alwas have that courage and places I work where I just fought no nobdys treating something like thata if Itod not tall aeti so but it was treceful becaus you war taking rest is well
spontaneous-speech-sco-31061.mp3	When I was young with- growing up with my siblings my dad- because we came from the boxing family- my dad would put me in a ring when I was young with my brothers to fight Could you believe that Anyway it helped me to be- 'cause I was a tomboy with five brothers and then I've got a twin so if there was anybody bullying my twin I was always told to sort them out So really I had to always win the fights But growing up with my brothers I would try my best to win a fight because I was determined 'cause my dad made me feel “you can do it hen you can do it”	when I was Jung wIfh grown up oth my suplings my dad because we came from the boxin family my dad would put me in e ring when I was Jung with my brothers to fight could you believe that anyway it help me o be because I wasn at on boy with five brothers and enif gaich in so if there was anybody billing mich fin I was always toled to sort them out so really I had to always win the fights but grown up oth my brothers I would try my best to wind a fight because I was determined because my dad made me feelwo you can do it ind you can doit
spontaneous-speech-sco-31069.mp3	I lo- I worked in this hotel years ago and honestly it was amazing ‘cause I’m a people person and it was so life-giving Anyway the thing I really loved aboot it was you know you’re seeing people happy you’re making them feel good But th- the other side what I didnae like was people that you worked with the employees Some of them had these titles right and they would abuse it It was like power trippers and I would always challenge them ‘cause I would look oot for the young and the underdog And that’s the thing I really did not like the way people thought they could treat people because they had this power ‘cause of some status to their title of the job	I wat I watdin thas hotel years ago and honestly it was amazind ecaus I ma people person and it was so life given anyway the thing I’ really loved i but it was you know yos seen people happy yad meet them feel good but he the other side what I didn’t like was people that you wact toaod the employees some of them had these titles right and they wad abuse it it was like power trappers and Ibod aw chan tings abid look it for the young and the under dog and that’s the thing I really did not like they be people fochthe to treat people because they had this power because you some statis to the tipe of the job
spontaneous-speech-sco-31073.mp3	One of my favourite books I loved was The Astonishing Powers of Emotions My doctor recommended it years ago and one of my daughters found it for me We couldnae get it but she got it on Amazon Once again thanks for the internet Anyway this book was priceless She says to me “the book’s for you mum and only you” ‘cause when I read a book it’s no aboot the person that I- that I’m putting up that’s wrote the book it’s aboot I get the person ‘cause they understand how I’m wired And The Astonishing Powers of Emotions it’s upstream come downstream and float your boat	inof my favourite books Ilofd was the astonishing powers of emotions my dochtor recommended it years ago and winy my doghters found it find me we couldn’t get it we sho go tot in amazon once again thanks wo then tin it anyway this book was placeless she says to me the books far dou mum and o li you cause when I read ta book it’s no abot the person that I’m putting up it’s wrot the book is about a get the person ecause they understand how I’m wid and the astonishing powers of emotions it’s upstream come downstream ind flot yat bot
spontaneous-speech-sco-31076.mp3	I think there’s a lot of damage being done on the internet in the past um years to the world and you know false information’s been given and people have taken it literally They’ve not went really to the source They just take it as face value because- and it’s quick access to get this information and it’s ruined a lot of people’s lives and reputations Um and I think that is the sadness of how quick people can get that access	I think thre’s alot af damage been done in h internet in the past um years to the wirl ten you know false informations been givernd and people have taking it litterally they’ve not met rallitly the source they just take it Is face value because int’s quike access to get this information and it sund alot af people’s lives and reputations em and I think that is the sadness o how quick people can get that access
spontaneous-speech-sco-31080.mp3	My perfect weekend like ideal dream weekend would be going up to Shetland my favourite place in the whole world eh doing a bit of hill walking bit of- bit of hiking that’s my dream eh right along the cliffs there unbelievable and eh chilling oot in my campervan taking it easy chilling oot peace and quiet naebody bothering us just suiting mysel and then eh Prince the singer comes back fae the dead and gies us a- a private concert That would be perfect for me	My perfect weekend like ed deal dream weekend would be goin up to shertlind my favourite place in the hell werout U din a bot a hill walkin bu but a hikin that’s my dream U right along the clifs there Inbelieve able and U chillin ut and my camparvin Tagini easy chillin ot pising quiet nebdy batherin is just surtin my cell and then U prince the singar comes back father did and gees us a  a private concept that would be perfect for me
spontaneous-speech-sco-31124.mp3	My favourite film’s Chicken Run and if you disagree with that then there’s something wrong with you ‘cause it’s quite clearly the best film in the world if you ask me Animated chickens I mean what else what else could you ask for that’s just fantastic it’s Aardman that do it so ken them that dae um Wallace and Grommit and eh it’s the struggle the strife and struggle of these chickens that are a’ cooped up and how they want to escape and- and have freedom and live their best lives and I just think it’s absolutely marvellous so yeah that’s my favourite	My faverit films chickin rune and iv you disagree with that then the’s sometin ring with you cause it’s quite clearly the best film in te world ive you asked me animet a chickins I mean what else what else could you ask for that’s just fantastic it’s artman that de it so kan them that tey um walis ind gromat and Uh it’s the struggle the strife and struggle it es chickins that are akoped up and how they want to escape an and hav freedom and love their best lives and I just think it’s absolutely marvellouss so eh that’s my faveurit
spontaneous-speech-sco-31127.mp3	My job is being a- a voice director for audio books so we get voice talents in folk with nice voices eh to read millions of books and millions of stuff and I direct them and mak sure they’re pronouncing things right and sticking to the script and doing it at the right pace and no going too fast no going too slow making sure it’s just fine and eh I love it ‘cause it’s no that much effort but we get to hae a braw laugh ‘cause folk that are voice actors are a’ eh braw fun brilliant fun aye So I get to hae a laugh it’s aie a good laugh	my job has been a voice director for audio books so we get voice talents ind fauk we nice voice has u to read millions of books and millions of stuff in o directim and maxs other pronouncing things right an stick into the script and didn it at the right pace no going to fast no going to slow my kinshare it’s just fine and U elv it cause it’s no that much effort but we get to ha a bra lauf ecause falt got or voice actors ar a e bra fun brilliant fun eh so get to ha lauf I tI a good laufh
