audio_file	reference	hypothesis
spontaneous-speech-bew-20800.mp3	Kalo ayé sering membacé atau mendengarkan sejaré-sejaré pahlawan-pahlawan kité maupun nasional maupun yang orang-orang Bétawi yang dahulu-dahulu kite memperjuangkan bangsé negaré indonesia ini cukup dan cukup menyentuh hati Kité sebagai penerus-penerus bangsenyé jangan sampe keluar dan engga mau tau sejaré-sejaré untuk bangsé dan pahlawan-pahlawan kité Kadang-kadang pada di zaman sekarang hari ini banyak-banyak orang yang gamau tau dengan sejaré dari dulunya hingga sekarang ini sampe sekarang ini kita bisa begini Kadang-kadang anak sekarang gamau tau dan memikirkan diri sendiri Siape kité dari mané kité dan tanpa perjuangan mereka kité juga engga akan bisa seperti ini engga bisa akan merdeka dari pendahulu-pendahulu kité yang membawa kemerdekaan Indonesia dan lebih maju lagi	Kalo ayé sering membacé atau mendengerkan sejaré-sejaré pahlhawan-pahlahawan kité maupun nasional maupun yang orang-orang betawi yang dalah dahulu-dahulu kité ama perjuangkan bangse negara Indonesia ini cukup dan cukup menyentu hati kité sebagai penerus-penerus-bangsenyé jangan sampé keluar dan gak mau tau sejareh-sejaré untuk bangsa-palaan-pahlhawan kité kadang-kadang pada dijaman sekarang hari ini banyak banyak orang yang ga mau tau dengan sejaré dari dulunyé hinggak sekarang kita ini sapa sekarang ini kita bisa begini kadang-kana nak sekarang gak mau tau dan memikirkan diri sendiri siapa kité dan dimana kité dan tanpa perjuangan mereka kité juga gak akan bisa seperti ini gak bisa akan merdeka dan pada dahlu pan dahulu kité lah yang membawa kemerdekaan Indonesia dan lebih maju lagi
spontaneous-speech-bew-20805.mp3	kalo untuk tidur kita ada di atas jam 10 malem itu sebenernyé kurang bagus untuk kesehetan kité apelagi kité yang sudah umur di atas 40 itu biasanyé itu adé ajé lah kena masuk angin lah terus kena apalah semuanyé itu ga baik kalo untuk tidur dari di atas jam 10 Kalo tidur itu jam 9 atau jam 8 untuk seumur-umuran di atas 40 itu bagus dan untuk kité dan kesehatan kité juga	Kalo untuk tidur kita dadi atas jam 1e0h malem itu sebernyé kurang bagus untuk esehatan kité apalagi kita yang sudah umur di atas mpt puuh itu biasanyé itu ada ajalah kena masuk angin lah terus kenaa apalah semuanyé itu ngga baik kalo untuk tidur dari di atas jam 10h kalo tidur itu jam sebiln tu jam dlap untuk sumur sumuran di atas mpt 0u itu bagus dan untuk kité kesehatan kité juga
spontaneous-speech-bew-20807.mp3	pengguna sosial media ni sekarang kebanyakan ni ibu-ibu nih menggunakan sosial media seperti kayak di pesbuk tuh curhat dah tuh kadang-kadang cerita ini cerita itu beli ini beli itu kadang-kadang gosip sono gosip mari manas-manasin temen apalagi kalau dia punya barang baru mah udah diupload aja tuh nih gua beli mas nih sekian-sekian harganya nih gua beli baju ni lu pada beli ngga dijawab lagi ama temennya tuh iya gua sih besok dah nyusul dah yang namanya ibu-ibu apalagi kalo lagi panas disosial media ujung-ujungnya apa berantem pada ribut pada main panas-panasan	penggunaan sosial media nih kara  kebuanyakan i ibu-ibu nih menggunakan sosial media seperti gaya di pas buk tuh curhat tuh kadang kadang cerita ini cerita itu beli ini beli itu kadan kadang gosip sona gosip mari manas mahnasintemen aplaé kalo dia punya barang-baru ma d diapotaja tuh né gua beli emas ni sekiansian harga nya gua beli baju nih  lu pada belingga jawab lagi amah temen tuh ya guasi besak da nisul deh yang namanya ibu ibu aplai kalo ibu-ibu panas da di sosial media ujung-ujung ama brantem pada ribut pada man panas-panasan
spontaneous-speech-bew-20809.mp3	Barang yang dibawa pas liburan Ya baju anduk bekel seperti nasi bentelan terus makan-makanan jangan lupa bawa tiker bawa termos bawa de tuh mie gelas buat seduh di sono daripade kita jajan di sono kan mahal mending kita bawa sendiri nah kan itu lebih irit kan Nah setelah itu baru deh kita berenang bareng-bareng sama anak-anak terus ame temen-temen Rapi-rapi berenang makan abis makan terus turun lagi abis turun lagi abis itu kita ya naek dah yaudah	bareng yang mibaapa seliburan ya baju anduk beke seperti nasi bentelam terus makan ak anan jangan lupah bawa tiker bawa termos bawa da tu migelas buat sedu disono diapada kita jaja disono kan ahal meningan kita bawa sendiri nakan turun lebih irit kan nah setelah itu baru dah kita berenang bareng-bareng ama-anak-anak perus ama-temen-temen arapi-rapi berenang makan ais makan turun lagi ya bistnturun berena kan bisitu a kita ya ma kita ya udah
spontaneous-speech-bew-20811.mp3	Asal muasalnyé itu orang tue (bapak) ané yaitu orang Jawa Ibu ané yaitu orang Bétawi nenek ané yang dari laki-laki juga dari Jawa Jadi kita lahir di daerah Bétawi jadi sampe sekarang ini berbahasa Bétawi dan orang tua pun sudah ikut jadi orang Bétawi	asal mu asalnyé itu orang tué ané yaitu orang jawa ibu ané yaitu orang betawi an ané yang dari-laki-laki juga dadi jawa jadi kita lahirir di daerah betawi jadi sepé sekarang ini berbahasa betawi dan orang tua pun sudah ikut jadi orang betawi
spontaneous-speech-bew-20813.mp3	Kalo ngurangin sampeh ya biasa itu kita gali dulu tu tanah digali Nah tanah digali kan jadi lobang tuh nah sampehnya tuh kita kumpulin nah setelah sampeh kita kumpulin kita bakar abis bakar yaudah begitu Ya biar sampeh itu ngga kabur-kaburan setelah ada angin kan kalo gitu kan enak tuh jadi keliatan bersih jadi sampeh-sampeh plastik tu ngga berserakan di mana-mana apalagi plastik tuh kalo ada angin udah mau kabur aja jadi gegara tuh halaman kita	Kalo ngurang yan sampé ya biasa tu kita gali dolo tuh tanah digali nah di tanah digali kan jadi lobang tuh na sampenya itu kita kumpulin  setelah sampe kita kumpulin y kita bakar abis bakar ya udah begitu yar tuh sampé tu gga kabur-kaburan setela ada angin akan kalo begitu kan enak tu jadiny keliatan bersih Jaitu sampe-sampe plastik tu ga bersyarakan di mane mane apalagé plastik tu kalo ada angin a udah mekabur ajir jadi bala tuh k halaman kita
spontaneous-speech-bew-20814.mp3	Untuk jenis taneman yang ayé pernah tanem Itu ada pohon manggé terus pohon peté nah kalo pohon peté itu emang kesukaannye orang-orang Bétawi gitu Itu ciri khasnyé terus pohon jambu pohon singkong dan pohon pepayé Itu ajé mungkin tanem-taneman yang pernah ayé tanem	untuk jenis taneman yang ayé pernah tanem itu ada puhun manggé terus pohon peté nah kalo pun peté itu ema kesukahannya orangorang betawi itu itu ciri has nyé terus pohon jambu pohon singkong dan puhun pepaya itu ajéh mungkin tanem-taneman yang perneh ayé tanem
spontaneous-speech-bew-20816.mp3	kalo menurut anè itu olah ragè itu sangat penting di karenakan ya memang penting untuk kesehatan dan menjaga fisik kita apalagi di zaman sekarang ini itu panca robè itu biasanya kita memang harus èèè... olah rage jangan sampe èèè kita fisik kita lemah itu-itu ajè si penting sangat penting	Kalo menurut ané itu olahragé itu sangat penting dikanakan ya memangnya penting untuk kesiakatan dan menjaga pisi kita apaa apa lagi di jaman sekarang ini itu pacar obéh Itu biasanya kita memang harus olahragé Jangan sampé kita pisi kita lemah itu itu haja si penting sangat penting
spontaneous-speech-bew-20817.mp3	kronologi di masyarakat ya itu yaa kerja gotong royong misalkan ada kerja bakti nih ni kita saling membantu baréng-baréng trus kalo ada kerjaan siskamling di waktu malam hari ikut dan emang itu kerjaan laki kan di lingkungan masyarakat kita ya biar supaya jangan ada maling mangkanya diadakan tu ngeronda ngeronda laki-laki kan gitu tuh nah laén éntu ujung-ujungnya ngopi ngerokok abis tu balik dah	Krona laki di masyarakat ya itu ya gotong kerja gotong royamisakan ada kerja paktu ini ya kita sali membantu bareng-bareng tus kala ada kerjaan siskamiumatumalem ar ya ya ngikut ya memang itu kajan kerjaan lakikan memang di lingkungan masyarakat kita ya biar supaya jangan ada maling ma gada dan kan tuh ngéronda ngeronda kan lakilai kerjan begitu tuh kalo ngeronda a laén tuh ujang-ujang ke pengoping roko abis begi tu baalik dan udah
spontaneous-speech-bew-20817.mp3	Mendidik anak di rumah tuh ya itu biasê kalo orang kampung mah ibu-ibu Satu ya bangun pagi-pagi suruh sêkola Pulang sêkola makan Habis makan tuh istirahat Biarin dêh tuh dia main sebentar Habis pulang maén kita suruh ngaji tuh habis johor dia ngaji siang Habis ngaji siang nah baru dia main lagi dêh tuh sono dêh Namanya orang tua mah biarin dêh terserah anak yang penting dia udah ngaji sekola udah dilakuin ya udah dêh	menina ka anak derumah yaitu biasa kalo orang kampung mah ibu-ibu satu ya bangun pagi pagi syuruh sekolah na pulang sekolah makan abis makan tuh istirahat biarin dah di maen tu sebentar na abis pulang maén nai kita syuruh ngaji tu abis cohor dia ngaji siang abis ngaji siang nah dibaren dia maen lagi dah kesonoh deh a namanya orang tuh mah biara deh setera anak yang munting dia udah ngaji sekolah direlakuin ya udah dah
spontaneous-speech-bew-20818.mp3	Kalo bisa ayé keluar negeri sih banyak yang pengen ayé sabe kaye Jepang itu kan Amerika terus yang deket-deket aja dah tuh Singapur kata orang-orang kayak Singapur kan deket tuh biayanya lebih murah Kalo ke sono ya pengennya ya itu beli-beli barang-barang mahal gitu kan beli barang-barang yang enak diliat tuh yang enak dibawa	klo pkalo bisa li burang kaonagas banyak bongtu yan pengen ayé sabeh kayé cepang tukan amerika terus yang ada kata jada tuh singapur kata orangorang si singapur kan daterketuh diayénya lebih murah Kalo kesono ya pengennya yaituh beli-beli barang-barang yan mahal jitu kan bari barang-barang yang enak diliata yan gn di bawa
spontaneous-speech-bew-20820.mp3	Kalo saya sih sukanya liburan ya di pantai kan hawanya enak adem liat pemandangan liat ombak ngeliat aér-aér laut dah tuh ama pasir-pasir dah tuh ya paling ya gitu-gitu doang jalan-jalan ke arah mondar mandir abis itu udah makan Kalo dibuat naik gunung takut naik gunung capek apalagi saya orangnya mah ngga suka naik-naik gitu apa-apa takut liat ketinggian saya mah paling enak mah liburan di pantai aja udah	Kalo isaya si supanya liburannya dipantai kan hawanya enak adema tu liat pembanaman liat ombah keliat aer alaut tu ama pasir pasir tuh ya paling ya beritu bitu dn jalan suna jalan kada mhonar mandé abis begitu udah makan kalo liburan dibura ma takut naik muma cape apala i sema orangnya nga suka naik naik begitu apa-ape takut inat ketinggian sema orngya enaa ma mnga liburan dipantai aja udah
spontaneous-speech-bew-20822.mp3	kalo ayé tidur si biasénye ya jém sembilanan karna apé ayé kan orang pedagang dagang kelontongan jadi itu bangun adé yang beli adé apé yang kaga ya kita tungguin ajé biasé ajé yang naménye orang jauh meh bégitu setelah itu kalo enggak ada pembeli baru déh ayé tidur jém sembilanan udéh tidur baru dah besok paginyé bangun lagi buat kerjé seperti biasényé	Kalo ayé tidur sia biasanya ya jam semblanan karna ape ayé kan orang pedagang edagang kelontongan ya begitu dengin duluh ada yang beli apa ada yang kaga ya kida tunggui duluh biar saba yang namanya orang juanya begitu nah setelah itu baro kaga ada pembeli baru dah ayé tidur jam semblanan gidu-tidur baru dah bisok pagiya bangun lagi buat keja seperti biasanya
spontaneous-speech-bew-20823.mp3	kendaraan seperti motor odong-odong sepeda beca kalo odong si bukan yang di itu kalo odong bukan yang taék itu kalo oodng-odong yang keliling yang bayarnyé 3 rébu 2 rébu nah itu odong-oodng buat anak-anak trus adé juga itu seperti délman yang ditaék itu mondar mandir sama bayarnyé kalo itusi mahalan goceng	Kendaraan seperti motor odong-odong sepeda beca kalo dong-odong si bukan ya iitu a odon-odong yang ditaik itu yang keliling-keliling yang bayarnyé  ada 3iga rebu dua rebu na itu odong-odong buat anak-anak Terus ada juga itu seperti delman yang ditaik itu mondar mandir sama bayarnyé kalo itu si mahalan goceng
spontaneous-speech-bew-20825.mp3	kalo untuk alat musik paling ané pernah nyoba itu géndang ya itu géndang supaya kayak géndang buat ngiringin untuk pencak silat gong kemong itu biasanya tuuh untuk ngiringin ondél-ondél juga itu pernah ané coba	Kalo untuk palat musik paling ana pernah nyobah itu gendang yé tu gendang supaya paya gendang wat ngiringin untuk pencak silat gong kemong itu biasanya tu untuk niringini ondél ondél juga itu pernah aé coba
spontaneous-speech-bew-20827.mp3	Biasanya kalo êmpuan itu untuk olahragê yê itu biasanyê senam si kebanyakan ya kalau perempuan dan juga badminton adê terus volly juga adê	Biasanyé kalo empuan itu untuk olahragé yé itu biasanya senam si kebanyakan y kalo perempuan dan juga bat mintun adé terus  poli juga adé
