audio_file	reference	hypothesis
spontaneous-speech-lke-30007.mp3	Omukali alikida atandika okwaba omuidwaliro inga ekida kyemiezi isatu	Omukali alikida atandika okwaba mudwaliro nga ekida kemiezi nesatu
spontaneous-speech-lke-30008.mp3	Abowala na bakali bafuna abizibu nga okutulugunyizibwa omaka gaibwe ejebafumbiruwe oba nabazaire baibwe nga baliwaika	Abawala nabakali bafuna ebizibu nga okutulugu nzibwa omumaka gawo ejibafumbiirwe oba nabazaire bawe nga bakali balieika
spontaneous-speech-lke-30009.mp3	Okusoma kwabantu abakulu kuyamba abantu okufuna amagezi inga mukutunga chalani oba okusiba eviri omuntu oluvanyuma nafuna esente ejasobola okukozesia okukulankulania amakage	Okusoma kwa abantu abakulu kuyamba abantu okufuna amagezi nga omukutunga ekyalani oba okusiba enviiri omuntu oluvanyuma nafuna esente ejasobola okoyesa okulakulana amakaage
spontaneous-speech-lke-30010.mp3	Ekyaalo kyange kisobola okwekumba neki ni ni nibeterekera esente omumagurupu ante nibasobola nokulima deni oluvaanyuma nibatunda ebibarimire nibasobola okuyamba abasomi na'maka gaawe	Ekyalo kyange kisobola okwekumba ni ki ni nibeterekere esente obumagurupu ate nibasobola nokulima neno oluvanyuma nibatunda ebibalimire nibafuna esente okuyamba abasomi namaka gabu
spontaneous-speech-lke-30011.mp3	Omuntu aweiremu amaaa amaizi asobola okuba nakawomero inga emimuwa mikalu ate nga omubiri gwona gubulamu amaani	Omuntu awairemu amaizi asobola okuba nga akawonero nga eminu amikali atyekana omubiri gwo nagubula mu amaani
spontaneous-speech-lke-30012.mp3	Tusobola okweeta abantu mukitundu kyaisu netubegesia engeri yoku yokukozesia echoloni ate nokujikuma nga chinyirira	Tusobola okweta abantu omukitundu kyaisu nitubegesya engeri yoku yoko kozesya ekoloni ate noku kikuma nga kinyirira
spontaneous-speech-lke-30013.mp3	Amasomero gakubirizirye abaana abatobato okwaba okusoma aate nigaye nigabeegesia omugaso gwakusoma	Amasomero gakubiriziri abaana abatobato kwaba okusoma ate nigaye nigabegesya omugaso gwa kusoma
spontaneous-speech-lke-30014.mp3	Omusaiza asanire okukola obulimu obwiriam omubiri amani nga okwiruka okuwuka okutambula muku oba nokwaba mwidwaliro okwekebezia nga omubiri gulimu oburwaire	Omusaiza asanire okukola obulimu obuwirya mu omubiri amaani nga okwiruka okuuka okutambula muku oba nokwaba omwidwaliro okwekebeza nga omubiri gulimu obulwaire
spontaneous-speech-lke-30015.mp3	Bulinmuntu omukitundu alina omugaso gwokuokuma omwinaye	Buli muntu omukitundu alina omugaso gwa kukoma omwinaye
spontaneous-speech-lke-30016.mp3	Nsobola okugaba obuvunanyizibwa omubaana ebemba nabo owaika	Nsobola okugaba obuvunanyizuwa omubaana be mbaana be owaika
spontaneous-speech-lke-30017.mp3	Nsobola okukobera omuzaile oyo okufunira omutabani we omulimo gwo'kolanga okusinga okwaba okuba omugurupu egyo embimbi	Nsobola okukobera omuzaire oyo okufunira omuntu abaani bwe omulimo gwo kukolanga okusinga okwaba okuba omugurupu ejo endupi
spontaneous-speech-lke-30018.mp3	Amaka gayisu gasobola okulima no okuyaya ebisolo kayisi oluvanyuma ni tutunda nitufuna esente nitusoma	Amaka gaisu gasobola okulima nokuyaba ebisolo kaisi oluva inuma nitutunda nitufuna esente nitusoma
spontaneous-speech-lke-30019.mp3	Asobola okuzu... ka nalamusia abantu abaliwo abakulu	Asobola okuzuka alamu isya abantu abaliwo abakuli
spontaneous-speech-lke-30020.mp3	Okutaba nebina biyegasiya mukitundu kiyaiswe kiyona kireta ogsiya okuba nga asulibwa ino omukitundu kiyaiswe	Ovitaba nebinabiya egasia omukitundu kyaisu kyona kireta ogasiya okuba nga asubuli wa ino omukitundu kyaisu
spontaneous-speech-lke-30021.mp3	Amaizi amabibi gabamu obubuka obuleta obulwaire obwa kolera	Amaizi amabibi gabba nobububuka obuleta ekiruaire kyakolera
