audio_file	reference	hypothesis
spontaneous-speech-cgg-51557.mp3	Okuguma nitubyoza kandi nitureeba ngu twamara kubikozeesa twashukamu amaizi ningashi byaba bitari by&amp 'amaizi kugira ngu buri kanya harimu ebintu byokukozesa n&amp 'okubyoterera omuri ebyo ebitari by&amp 'okushukamu amaizi obaase kubireka biri ebiyonjo	Okuguma notubyozya kandi notureeba ngu twamara kubikozesa m twashukama amaizi engashi byaba betari byamaizi kugira ngu ourukanya haramu ebintu byokukozesa n'okubyoaterera omwebybro kb betari ya byokushukama amaizi kurira ng kukibaase kuisikurkubire kabiri ebiyonso
spontaneous-speech-cgg-51559.mp3	Obwegyese ni burungi ahabwokuba omuntu ku arikuba ayegire naaba naamanya kushoboorora obumwe atarikwetaaga kugira ngu haaba haine eki yaaba naayetaaga kukora abanze yaaza kukibuuza ha ndiijo muntu yaaba naabaasa kushoma naabaasa kwehandiikira we naayetegyereza	Obwegyese niburungi ahabwokuba muntuaarkuba igire naaba naamanya kushobarura mw atarikwetaga kugira ngu haabahine eki yabana hetaga kora abanze yaaza kukiozah ndijo muntu naabasa kushoma abasa kwe ha ndigira ba naetegerez
spontaneous-speech-cgg-51561.mp3	Ebyokurya byaitu ebyobutoosha ebitasiikire n'emboga zaitu eza guriinizi n'emere yaitu y'obutoosha ebitookye ebitakuri n'amuhogo omuntu ku arikuba naakozesa ebyo naagira amagara marungi	Nebyokuorya byaitu ebyobutoosha ebitasiikire nmboga ezaitu ezitwza gurinzi'emere yaitu y'obutoosha ebitokye ebitakurira muhogo muntu karokuba naakoze esebyonaagira amagara marungi
spontaneous-speech-cgg-51564.mp3	amapapaari emiyembe ovakedo ebyo nibyo bijuma ebiboniire ebirikuhingwa omu Uganda	Nama papaari miyembe ovakedo ebyana by ijuma ebibaneire ebirokuhingwa omu Uganda NNN
spontaneous-speech-cgg-51566.mp3	Okushutama hamwe tukagamba hamwe tuk'etegyerezangana tukahurizingana tukahurikirizana ebizibu bya buri omwe kandi tukabyetegyereza nk'okumaraho obuzibu tutabaasize kuhaajaana	Nkustamahamwe tkagambahomwe tuketegyere zangana tukahurizingana tukahurikirezana ebizibo bya buri omwe kandi tkaryetegyereza kibasa kutuyaba okumara ho obuzobu tutabaasize kuhajaana
spontaneous-speech-cgg-51567.mp3	Endeeberera y'abantu abakuru omu byaro ekateganisibwamu niba niba niba nibabonabona kubura ow'okubareebereera ahabwokugira ngu abantu baingi bakairukira omu matawuni kuronda oku bareebeho n'okuronda emirimo	Nndeebireba ya abaantuoba kirimu ngyaroetigaatiuaobahenoba'anbaaba naawona kubraaba kubaeebera ahawokugyra abaanabaie batirkandiro ou matano ronkubaraabia kuroneo
spontaneous-speech-cgg-51574.mp3	N'okuboreka rukundo kandi n'okuboreka ngu kuba n'akakooko ka siriimu tikoyobuhemu kandi tugwomuheru gwensi kandi kubahamiza ngu nibabaasa kubaho kumara obwiire bwingyi omunsi tukiirira hiihi nabo tukabakunda	Ookuboreeka rukuno kandi n'okuboreeka gu kubanakaokoko kairiimu hemo kandi kugwemahruwent kandi kuahamiza nobabaa kubaho kumara obwira ahiromu kwiira he einabo tabakunda
spontaneous-speech-cgg-51580.mp3	Ekyo nikiyamba omwebembezi kumanya ebirikuteganiisa abantu abarikwebembera aronde eki arabaasa kukora kugira aba bantu baakwebembera babone nk'oku baayanguhigwaho omu mirimo zaabo ezi barikukora	Okyonikiyamba omwebembezi kumanya ebirikuteganisa abantu abarikwebembera aronde ekyarabasa ukora kugira aantwa kwebembera n'abone k'okubaya nguhirwaho oimozaabo ezibarikukora
spontaneous-speech-cgg-51581.mp3	Ahabwokuba ebintu ebi barikuba nibakugambira nibaaba baabirabiremu kandi barikubimanya obumwe nikiyamba kubahurikiza kugira ngu obundi kikaakutangira obuta obutaraba omuri ebyo ebi baarabiremu barikukura	Nahabwakuba ebi ebarokba iakugamira niba baabira biremu kandi barakobemanya oumitiaamakuba hurikrwa kugira mw obuakutangira obtoutaraba omuryeyo ewaara bire barokukora
spontaneous-speech-cgg-51582.mp3	Abantu banti bagizire amasiko kandi nibateekateeka ngu emigisha [UNK][UNK] ahari 100 omu tahuni kireeteire abantu kuruga omu kyaro bakeiju bakeija omu matahuni ngu babaase kuronda ekyokukora n'okubaasa ...	Oba ntubangye bagizira amasio kande nubateetateka nguningishagyenda raomwenda ahra igana ya mutaoni ekireeteire abantu okurugo mukyaro ba bakaijo mu atauni kuasa purond eky'okukora ubaasa ukahinayemkye
