client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	language	split	char_per_sec	quality_tags	duration_filtered	char_4gram_rep	rep_filtered	ppl_score	ppl_pct	quality_keep
dda5993ca395e2fe2c2976259bad3327	40582	spontaneous-speech-el-CY-40582.mp3	39456	4289	Οι πιο μεγάλοι της κοινότητας σου ίνταλος συσχετίζουνται με τες πιο μιτσ̆ιές γενιές ή ίνταλος τες διδάσκουν;	Εεε... Οι πιο μεγάλοι της κοινότητας μου συνήθως μουρμουρούν για τους μιτσ̆ιο΄υς ότι εν σέβουνται, ότι εν' ττεμπέληες... χε χε... ...ότι τον τζ̆αιρόν τους τζ̆είνους τα πράματα ήταν άλλοσπως... Εεε... Δυστυχώς εν ι-ξέρω αν... αν υπάρχει πολλ΄υν interaction μεταξύ των ηλικιωμένων ή μεγαλύτερων τζ̆αι των μιτσ̆ιών πλέον.	1			Cypriot Greek	train	6.89375506893755		False	0.11428571428571432	False	4.347037942833157	0.3091168091168091	True
8ee62d88b2be5c41a2b12aea774f3e0d	41178	spontaneous-speech-el-CY-41178.mp3	22716	4289	Οι πιο μεγάλοι της κοινότητας σου ίνταλος συσχετίζουνται με τες πιο μιτσ̆ιές γενιές ή ίνταλος τες διδάσκουν;	Η αλήθκεια οι πιο μεγάλοι της κοινότητας μου εν ασχολούνται τόσον με το να συσχετιστούν με τους πιο μιτσ̆ιούς τζ̆αι εν φαίνεται να θέλουν να ασχοληθούν οπόταν γεννικά έννεν' τόσο καλές οι σχέσεις μας.	1			Cypriot Greek	train	7.967952104243705		False	0.09478672985781988	False	5.516386665189808	0.8803418803418803	False
d7725a23ebb5160dafb1d2d2953cc71f	47173	spontaneous-speech-el-CY-47173.mp3	14400	4289	Οι πιο μεγάλοι της κοινότητας σου ίνταλος συσχετίζουνται με τες πιο μιτσ̆ιές γενιές ή ίνταλος τες διδάσκουν;	"Ε, παραντζ̆έλλουν τους. Όταν έρτουν να σου πουν ""α, έκαμα λάθη"", άησ' τον, ""α, εν έπρεπεν να κάμεις έτσι, έπρεπεν να κάμεις έτσι"". Ε τζ̆αι μέσων των λαθών τους, μαθαίννουν."	1			Cypriot Greek	train	9.930555555555555		False	0.17159763313609466	False	5.328346852140863	0.8062678062678063	False
5ca29b717c122e86f152ed3e71f6473d	47352	spontaneous-speech-el-CY-47352.mp3	61596	4289	Οι πιο μεγάλοι της κοινότητας σου ίνταλος συσχετίζουνται με τες πιο μιτσ̆ιές γενιές ή ίνταλος τες διδάσκουν;	Γεννικά θεωρώ ότι τούτον διαφέρει ανάλογα με το άτομον τζ̆αι το πώς συμπεριφέρουνται οι πιο μεγάλοι της κοινότητας στους πιο μιτσ̆ιούς γιατί υπάρχουν κάποιοι μεγάλοι οι οποίοι έχουν έτσι μιαν ιδέαν στο μυαλόν τους ότι οι μιτσ̆ιοί τζ̆αι οι νέες γενιές γεννικά βαρκούνται τζ̆αι εν θέλουν να δουλέψουν ή ότι εν έχουσιν αξίες ή σεβασμόν προς τους πιο μεγάλους τους τζ̆αι γεννικά έτσι εν' λλίον πιο σκληροί τζ̆αι λλίον πιο απότομοι με τους πιο μιτσ̆ιούς τζ̆αι υπάρχουν τζ̆αι έναν άλλον σύνολον μεγάλον οι οποίοι θέλουν να 'ν' πιο κοντά με τους μιτσ̆ιούς τζ̆αι θέλουν να το παίζουν πιο ε... κκουλ τζ̆αι άνετοι ώστε να υπάρχει τζ̆αι... τζ̆αι ο σεβασμός τζ̆αι η εμπιστοσύνη που τους μιτσ̆ιούς τζ̆αι γεννικά θεωρούν ότι άμαν είσαι τζ̆αι λλίον πιο κοντά με το τι κάμνουν οι μιτσ̆ιοι τζ̆αι καταλαββαίννεις τζ̆αι λλίον το τι κάμνουν οι μιτσ̆οί εννά σε ακούουν τζ̆αι εννά διούν παραπάνω σημμασία σε τζ̆είνα που λέεις.	1			Cypriot Greek	train	12.224819793493085		False	0.4017758046614872	False	4.219402348793507	0.22507122507122507	True
1943ffe0e13566ec231114ba4a3bc2ba	40325	spontaneous-speech-el-CY-40325.mp3	58860	4322	Ποιον ήταν το πιο δυνατόν καιρικόν φαινόμενον που εζήσετε;	Ε… Εν είμαι σίουρη αν ι-θθυμούμαι πολλά καλά, αλλά αν δεν κάμμω λάθος που ’μουν μιτσ̆ιά, που ’μουν πιο μιτσ̆ιά, τζ̆αι ήμουν στην Αραδίππου, εκτός που διάφορες καταιγίδες, μιαν ημέραν είσ̆εν έναν πολλά δυνατόν ανεμοστρόβιλον τζ̆αι εφοηθήκαμεν πάρα πολλά, εγώ βασικά που ’μουν μωρόν τζ̆αι τους ανεμοστρόβιλους ώς τότε εθώρουν τους πά’ στην τηλεόρασην, νναι, τζ̆’ είσ̆εν έναν πολλά δυνατόν ανεμοστρόβιλον τζ̆αι έκαμεν τα, έκαμεν, έκαμεν χάος. Ούτε έσπασεν σπίθκια ή κάτι όπως στο εξωτερικόν αλλά για ’μάς στην Κύπρον τζ̆αι ειδικά στην Αραδίππου μεγάλος ανεμοστρόβιλος εν είχεν ξανατύχει τζ̆αι ούτε εξέραμεν ίνναμπου ’ννά κάμει τζ̆αι νναι εν κάτι το οποίον έμεινεν τζ̆αι θθυμούμαι να τον θωρώ που μες στο παραθύριν τζ̆αι ότι εσύναεν πράματα που χαμαί τζ̆αι ήταν πολλά αγχωτικόν.	0			Cypriot Greek	train	11.11111111111111		False	0.3138780804150454	False	4.1899202293093545	0.21082621082621084	True
1943ffe0e13566ec231114ba4a3bc2ba	40325	spontaneous-speech-el-CY-40325.mp3	58860	4322	Ποιον ήταν το πιο δυνατόν καιρικόν φαινόμενον που εζήσετε;	Εεε εν είμαι σίουρη αν ι-θθυμούμαι πολλά καλά αλλά αν δεν κάμμω λάθος που 'μουν μιτσ̆ιά, που 'μουν πιο μιτσ̆ιά τζ̆αι ήμουν στην Αραδίππουν εχτός που διάφορες καταιγίδες μιαν ημέραν είσ̆εν έναν πολλά δυνατόν ανεμοστρόβιλον τζ̆αι εφοηθήκαμεν πάρα πολλά, εγώ βασικά που 'μουν μωρόν τζ̆αι τους ανεμοστρόβολους ώς τ΄ότε εθώρουν τους πά' στην τηλεόρασην, νναι, τζ̆αι είσ̆εν έναν πολλά δυνατόν ανεμοστρόβιλον τζ̆αι έκαμεν τα, έκαμεν χάος. Ούτε έσπασεν σπίθκια ή κάτι όπως στο εξωτερικ΄όν αλλά για μας στην Κύπρον τζ̆αι ειδικά στην Αραδίππουν μεγάλος ανεμοστρόβιλος εν είχεν ξανατύχει τζ̆αι ούτε εξέραμεν ίνναμπου να κάμει τζ̆αι νναι εν' κάτι το οποίον έμεινεν τζ̆αι θθυμούμαι να τον θωρώ μες στο παραθύριν τζ̆αι ότι εσύναεν πράματα που χαμαί τζ̆αι ήταν πολλά αγχωτικόν. 	1			Cypriot Greek	train	10.941216445803605		False	0.3052631578947368	False	4.147857040857542	0.17663817663817663	True
dda5993ca395e2fe2c2976259bad3327	40577	spontaneous-speech-el-CY-40577.mp3	19548	4322	Ποιον ήταν το πιο δυνατόν καιρικόν φαινόμενον που εζήσετε;	Το πιο δυνατόν καιρικόν φαινόμενον που έζησα εν- εν' οι καύσωνες της Κύπρου, τα καλοτζ̆αίρκα, ειδικά τζ̆είνος ο Ιούλιος. Νναι, όποιος τον έζησεν ξέρει.	1			Cypriot Greek	train	6.547984448536934		False	0.013513513513513487	False	5.387432631980709	0.8290598290598291	False
8ee62d88b2be5c41a2b12aea774f3e0d	41277	spontaneous-speech-el-CY-41277.mp3	23688	4322	Ποιον ήταν το πιο δυνατόν καιρικόν φαινόμενον που εζήσετε;	Εν έζησα κάποιον δυνατόν καιρικόν φαινόμενον δηλαδή γεννικά στην Κύπρον εν έχουμεν έτσι φαινόμενα όπως σε άλλες χώρες, ας πούμεν Ιαπωνίαν τζ̆αι Αμερικήν, το πιο δυνατόν καιρικόν φαινόμενον που έζησα ήταν η δυνατή βροσ̆ή μαζί με καταιγίδες που συνήθως ππέφτει τζ̆αι το ρεύμαν. 	1			Cypriot Greek	train	10.976021614319489		False	0.19999999999999996	False	5.329572149299701	0.8076923076923077	False
8ee62d88b2be5c41a2b12aea774f3e0d	41277	spontaneous-speech-el-CY-41277.mp3	23688	4322	Ποιον ήταν το πιο δυνατόν καιρικόν φαινόμενον που εζήσετε;	Εν έζησα κάποιον δυνατόν καιρικόν φαινόμενον, δηλαδή γεννικά στην Κύπρον εν έχουμεν έτσι φαινόμενα όπως άλλες χώρες, ας πούμεν όπως Ιαπωνίαν τζ̌αι Αμερικήν, το πιο δυνατόν καιρικόν φαινόμενον που έζησα ήταν η δυνατή η βροσ̆ή μαζίν με καταιγίδες, που συνήθως ππέφτει τζ̌αι το ρεύμαν.	1			Cypriot Greek	train	10.089496791624452		False	0.18279569892473113	False	4.262282512806237	0.254985754985755	True
af504c588a6de28a1f384ffcf23ea118	47037	spontaneous-speech-el-CY-47037.mp3	21852	4322	Ποιον ήταν το πιο δυνατόν καιρικόν φαινόμενον που εζήσετε;	Το πιο δυνατόν καιρικόν φαινόμενον που έχω ζήσει ήταν ένας ανεμοστρόβιλος, που 'σ̆εν χτυπήσει την Λεμεσόν, είσ̆εν ρίψει πολλά δέντρα... είσ̆εν διαλύσει αυτοκίνητα... είσ̆εν ρίψει γερανούς που ήταν σε... σημεία οικοδομής ας πούμεν, ε... τζ̆αι γεννικά είσ̆εν κάμει αρκετές ζημιές στην πόλην μου.	1			Cypriot Greek	train	11.48636280431997		False	0.15517241379310343	False	4.8611971735983905	0.6267806267806267	False
