client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	language	split	char_per_sec	quality_tags	duration_filtered	char_4gram_rep	rep_filtered	ppl_score	ppl_pct	quality_keep
91958f2c0de729e813670027f4ed816c	28848	spontaneous-speech-lke-28848.mp3	19296	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Abantu abavuga emotoka oba epicikiki esipiddi Nikyo ekisinga okuleta obubenje; ate ekindi Nikyo okwetika eino, (overloading), omuntu natiika ebintu ebisukaku ebintu ebiyandisanire okwetika.	1			Kenyi	train	8.654643449419568		False	0.15053763440860213	False	4.864706376275572	0.39986910994764396	True
ae3f57086682228a10274aa77cdeaad6	29091	spontaneous-speech-lke-29091.mp3	6336	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Epichipichi nigyo egisinga okuleta obubenje 	1			Kenyi	train	6.15530303030303		False	0.04878048780487809	False	4.742425309518995	0.337696335078534	True
6b5419a9a21c5399beeeec620549dfab	29647	spontaneous-speech-lke-29647.mp3	6696	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Okuvugga esipidi enene no kutamila	1			Kenyi	train	4.480286738351254		False	0.0	False	6.816162925876717	0.9358638743455497	False
2f584edc724f23f7057716ca6170f28c	30134	spontaneous-speech-lke-30134.mp3	19872	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Ekiretere obubenje omumangira ege Uganda, kuvuga kusipidi yowaigulu eino, omuvugi wemotoka ejatasobola kulwanisia emotoka okuteka omungira omumberi esaana; nebononoki obwe emotoka bwona.	1			Kenyi	train	8.303140096618357		False	0.1202185792349727	False	5.970286681140488	0.8226439790575916	False
bbb1da6ec3755170ee8aadca410450f3	35107	spontaneous-speech-lke-35107.mp3	19800	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Obubenja bungi buviira kubantu engeri yebakozesya engira; abandi bakozesya engira tibamaite ebibakoba, roodi sainizi, ate abasinga bungi bataka kweraga munvuga bavugira ķusupidi yawaigulu ino .	1			Kenyi	train	8.535353535353535		False	0.14210526315789473	False	6.012577991194127	0.8344240837696335	False
61d256ed0ef063335dbc8f064aa5ca77	35319	spontaneous-speech-lke-35319.mp3	25056	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Ekisinga okule ekisinga okuleta obubenjje omangira aga Uganda invuga ebibi,biina, bantu kuvuga nga banyweere ne'bidduka emtooka pikipik gaali ejitambulilamu nga tegilimungeri ensa neguddo butontono na'bantu butamanya nkozesia yoluguddo.	1			Kenyi	train	8.341315453384418		True	0.09442060085836912	False			False
96a15f3c3aaefab33535c6934695f8f7	35363	spontaneous-speech-lke-35363.mp3	22176	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Ekisinga okuleeta obubenje mungira je jenu e Uganda, nikwo omuntu okwetika abantu abangi, no kwiruka esipiddi enene eino nga tasobola okwe konturolinga nga ekintu kyonakyona kisalire emaiso ge, nikyo ekireta obubenje. 	1			Kenyi	train	8.432539682539682		False	0.1209302325581395	False	5.03722526696349	0.4836387434554974	True
9a73af91939e0b32fafab7f2198840a6	35658	spontaneous-speech-lke-35658.mp3	16848	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Ekisinga okuleta obubenje omumagira ejeuganda ekisoka kutambula kwespidi ekiraku kubanga toli kumanya omukono gwo ekyokusatu magira ngira kuba nbibi	1			Kenyi	train	7.71604938271605		False	0.08275862068965523	False	4.968406674403899	0.45222513089005234	True
e94d0754d971076bb142b167d3b75b9c	35755	spontaneous-speech-lke-35755.mp3	10476	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Ekisinga kuleta bubenje mungila mu uganda nikwo okuvuuga nga banywire okuvuuganga taafayo 	1			Kenyi	train	7.445589919816723		False	0.10344827586206895	False	5.263548892654463	0.5870418848167539	True
2cfb4f67ec7a7306f538f4acde71e4b0	36104	spontaneous-speech-lke-36104.mp3	17208	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Okuvuga esipidi, okwetika eino no kutatyangana na'mangira amabibi agalimu ebiina nikwo okusinga okuleta obubenje omumangira ga  Uganda.	1			Kenyi	train	6.857275685727568		False	0.05303030303030298	False	4.75330837737933	0.3403141361256545	True
42244296a2eeedb28f2a96e330348bbb	36348	spontaneous-speech-lke-36348.mp3	21276	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Obutamivu omuntu owatamira Kaite navuga motoka oba pikipiki oba ekiduka kyonakyona kireta obubenje nengira jaisu jino embibi engira ejirimu againa ejireta obubenje	1			Kenyi	train	6.674186877232563		False	0.16249999999999998	False	6.059810160297428	0.8390052356020943	False
b97d3caa83644c64437ced4da55ee95a	36415	spontaneous-speech-lke-36415.mp3	23868	3782	Chiki ekisinga okuleeta obubenje mu magira ege Uganda?	Ekintu ekisinga manzira kuba mabbibbi obubenje okubamu ne okubona nti omuntu atikire;  abandi emotoka ejjindi nijjitik, nejjikita ino nga tijjifaku kuba engeri yokutika motoka kale okwekanga nga efunire akabenje.	1			Kenyi	train	7.667169431875314		False	0.11004784688995217	False	5.574925141905832	0.7068062827225131	False
