client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	language	split	char_per_sec	quality_tags	duration_filtered	char_4gram_rep	rep_filtered	ppl_score	ppl_pct	quality_keep
209aab5184d892f83f2f6491b90f4867	15394	spontaneous-speech-pne-15394.mp3	22464	1580	Barak seritak inouk yah tong tv koluk tan kah?	[cough] Owk selitak ineh, konak peh toq neh. Jiak peh dak yeng koluk ngan koluk, mauk pongah naneuk uleuk tong selitak kok toq ineh, konak uleuk maneuk? Aman peh uleuk juk bet eh lah, eh pongah pelapah ineh, pongah telajon ineh. 	1			Western Penan	train	8.368945868945868		True	0.26106194690265483	False			False
6daf5823a635cbefd29a368980768870	15517	spontaneous-speech-pne-15517.mp3	16164	1580	Barak seritak inouk yah tong tv koluk tan kah?	Dan neh akouk seritak Lee Min Ho koluk tan kik. Seritak neh ngan Yoona, ngan [um] Bom, ngan Jisoo. Koluk akouk nat seritak nah ineh. Eh koluk- Yah akouk kukik ineh, seritak koluk tan kik. Ineh seritak koluk tan kik. 	1			Western Penan	train	10.88839396189062		False	0.3661971830985915	False	3.943635322153068	0.3603715170278638	True
15813ed995d0a8f107309df7f9afa0d0	15522	spontaneous-speech-pne-15522.mp3	15480	1580	Barak seritak inouk yah tong tv koluk tan kah?	Yeng pun seritak yah tong tv koluek tan kik leng akuek yeng akuek koluk menat sat pebareng yeng ineh monak eh jian maok yah sat seritak tong tv yeng pun akuek koluk nat 	1	thirties	female_feminine	Western Penan	train	8.785529715762273		False	0.30722891566265065	False	3.685737676179709	0.1956656346749226	True
38d1cf1c53c7826866b3ae7a6495b32f	15765	spontaneous-speech-pne-15765.mp3	20988	1580	Barak seritak inouk yah tong tv koluk tan kah?	Talan-talan seritak yah koluk tan amik, tapik langit paling- langit iteuk yah jian, yah koluk amik menat, seritak tong tivi tolouk, yah rongah, yah seritak yah jian jin awang daleh supaya amik mojam eh lak iteuk. 	1	twenties	male_masculine	Western Penan	train	8.433390508862207		False	0.24761904761904763	False	3.9867289722657806	0.3993808049535604	True
d010ca153b96a5ebfd09ba6a2e3e0cf4	15994	spontaneous-speech-pne-15994.mp3	16380	1580	Barak seritak inouk yah tong tv koluk tan kah?	Seritak pinek lah. Seritak Ultramen, seritak Power Rangers, Seritak Naruto, seritak pinek nan seritak neh.	1	teens	male_masculine	Western Penan	train	5.616605616605617		False	0.33009708737864074	False	4.694463702035093	0.7826625386996904	False
46b095ac5602bd3bfdf0cc670842c77c	16139	spontaneous-speech-pne-16139.mp3	16668	1580	Barak seritak inouk yah tong tv koluk tan kah?	Koluk nat piak, koluk sat seritak kelunan pepatai,ineh tuwerk koluk tan amik, seritak seritak 	1			Western Penan	train	4.799616030717543		False	0.19780219780219777	False	3.5589829218246893	0.1238390092879257	True
209c440297f7fce6c5e4fba0e913f9b8	16266	spontaneous-speech-pne-16266.mp3	11520	1580	Barak seritak inouk yah tong tv koluk tan kah?	Seritak tong tv yah koluk tan amik, ukuk amik nat tue. Emah-emah tue seritak amik koluk nat.	1			Western Penan	train	6.597222222222222		True	0.1910112359550562	False			False
75e882dda7e6942bcfa81c65ba9893a3	16541	spontaneous-speech-pne-16541.mp3	13968	1580	Barak seritak inouk yah tong tv koluk tan kah?	[um] Seritak tong tv koluk tan kik sau mah, mah seritak Spanyol, mah seritak Indo, mah seritak ireh Pelipin. Pinek koluk tan kek sau mah.	1			Western Penan	train	8.08991981672394		False	0.31343283582089554	False	4.807060029247948	0.8315789473684211	False
06e91360c689ccdb3c48e8c51aac7b8c	17591	spontaneous-speech-pne-17591.mp3	17028	1580	Barak seritak inouk yah tong tv koluk tan kah?	Konak tog seritak katun, seritak ireh lobuk lobuk yah bi belakon ineh, pinek pinek seritak yah eh jian jian tong tv koluk tan amik.	1	teens	female_feminine	Western Penan	train	6.342494714587739		False	0.203125	False	4.00367336533467	0.4136222910216718	True
660efcc153b8f1b83f0e7b7293a6739d	17631	spontaneous-speech-pne-17631.mp3	17028	1580	Barak seritak inouk yah tong tv koluk tan kah?	Seritak yah tong tv koluk tan kik, seritak ungap, seritak kutun, seritak ireh pepatai, tai pitah tangoh, ireh mukun ngejalak. Ineh koluk tan kek tong tv.	1	teens	female_feminine	Western Penan	train	7.517030772844727		False	0.2466666666666667	False	3.917631749593705	0.339938080495356	True
